HOG	OG	Gene Tree Parent Clade	acastellanii_braker	bc2001_braker	bc2002_braker	dicty_braker	vvermcdc19_braker
N3.HOG0008276	OG0006961	n2		bc2001_g3596.t1	bc2002_g6168.t1		
N3.HOG0008277	OG0006962	n1		bc2001_g12415.t1	bc2002_g10221.t1		
N3.HOG0008278	OG0006962	n2		bc2001_g3603.t1	bc2002_g6161.t1		
N3.HOG0008279	OG0006963	n0		bc2001_g6405.t1, bc2001_g8058.t1, bc2001_g3609.t1	bc2002_g19842.t1		
N3.HOG0008280	OG0006964	n0		bc2001_g3619.t1, bc2001_g15786.t1, bc2001_g7271.t1	bc2002_g6147.t1		
N3.HOG0008281	OG0006965	n0		bc2001_g3630.t1	bc2002_g6136.t1, bc2002_g1442.t1		
N3.HOG0008282	OG0006966	n0		bc2001_g3631.t1	bc2002_g6135.t1		
N3.HOG0008283	OG0006967	n0		bc2001_g3660.t1	bc2002_g19081.t1, bc2002_g4708.t1, bc2002_g6107.t1		
N3.HOG0008284	OG0006968	n0		bc2001_g3668.t1	bc2002_g6101.t1		
N3.HOG0008285	OG0006969	n0		bc2001_g3701.t1	bc2002_g10383.t1		
N3.HOG0008286	OG0006970	n0		bc2001_g3713.t1	bc2002_g10394.t1		
N3.HOG0008287	OG0006971	n0		bc2001_g17668.t1, bc2001_g8880.t1, bc2001_g3746.t1	bc2002_g583.t1		
N3.HOG0008288	OG0006972	n0		bc2001_g17400.t1, bc2001_g3759.t1, bc2001_g14915.t1	bc2002_g19424.t1		
N3.HOG0008289	OG0006973	n0		bc2001_g3764.t1, bc2001_g17335.t1, bc2001_g15562.t1	bc2002_g5568.t1		
N3.HOG0008290	OG0006974	n0		bc2001_g17336.t1, bc2001_g15563.t1, bc2001_g3765.t1	bc2002_g19970.t1		
N3.HOG0008291	OG0006975	n0		bc2001_g14197.t1, bc2001_g10451.t2, bc2001_g3772.t1	bc2002_g18336.t1		
N3.HOG0008292	OG0006976	n1		bc2001_g9296.t1	bc2002_g18496.t1		
N3.HOG0008293	OG0006976	n2		bc2001_g3802.t1	bc2002_g13515.t1		
N3.HOG0008294	OG0006977	n0		bc2001_g3816.t1	bc2002_g13503.t1		
N3.HOG0008295	OG0006978	n1		bc2001_g4006.t1	bc2002_g1374.t1		
N3.HOG0008296	OG0006978	n2		bc2001_g3832.t1	bc2002_g13489.t1		
N3.HOG0008297	OG0006979	n0		bc2001_g3833.t1	bc2002_g16771.t1, bc2002_g4201.t1, bc2002_g13488.t1		
N3.HOG0008298	OG0006980	n1		bc2001_g9491.t1	bc2002_g9760.t1		
N3.HOG0008299	OG0006980	n2		bc2001_g3837.t1	bc2002_g13484.t1		
N3.HOG0008300	OG0006981	n0		bc2001_g3842.t1, bc2001_g3842.t2	bc2002_g13479.t1		
N3.HOG0008301	OG0006982	n0		bc2001_g3855.t2, bc2001_g3855.t1	bc2002_g13463.t1		
N3.HOG0008302	OG0006983	n0		bc2001_g3872.t3, bc2001_g3872.t2, bc2001_g3872.t1	bc2002_g12780.t1		
N3.HOG0008303	OG0006984	n0		bc2001_g3884.t1	bc2002_g18063.t1		
N3.HOG0008304	OG0006985	n0		bc2001_g3893.t1	bc2002_g3077.t1, bc2002_g9307.t1, bc2002_g18072.t1		
N3.HOG0008305	OG0006986	n0		bc2001_g8109.t1, bc2001_g3894.t1	bc2002_g8075.t1, bc2002_g15526.t1		
N3.HOG0008306	OG0006987	n0		bc2001_g3902.t1	bc2002_g18082.t1, bc2002_g1430.t1, bc2002_g19084.t1		
N3.HOG0008307	OG0006988	n1		bc2001_g3917.t1	bc2002_g8917.t1		
N3.HOG0008308	OG0006988	n2		bc2001_g4034.t1	bc2002_g1346.t1		
N3.HOG0008309	OG0006989	n0		bc2001_g3925.t1	bc2002_g18106.t1		
N3.HOG0008310	OG0006990	n0		bc2001_g3957.t2, bc2001_g3957.t1	bc2002_g14765.t1		
N3.HOG0008311	OG0006991	n1		bc2001_g13833.t1	bc2002_g14575.t1		
N3.HOG0008312	OG0006991	n2		bc2001_g3968.t1	bc2002_g14777.t1		
N3.HOG0008313	OG0006992	n0		bc2001_g3975.t1, bc2001_g3975.t2	bc2002_g1405.t1		
N3.HOG0008314	OG0006993	n0		bc2001_g3976.t1, bc2001_g3976.t2	bc2002_g1404.t1		
N3.HOG0008315	OG0006994	n0		bc2001_g3996.t1	bc2002_g1383.t1		
N3.HOG0008316	OG0006995	n0		bc2001_g3999.t1	bc2002_g1380.t1		
N3.HOG0008317	OG0006996	n0		bc2001_g4040.t1, bc2001_g18003.t1, bc2001_g18179.t1	bc2002_g10044.t1		
N3.HOG0008318	OG0006997	n0		bc2001_g18180.t1, bc2001_g4041.t1	bc2002_g5570.t1, bc2002_g4046.t1		
N3.HOG0008319	OG0006998	n1		bc2001_g4091.t1	bc2002_g18253.t1		
N3.HOG0008320	OG0006998	n2		bc2001_g8528.t1	bc2002_g2601.t1		
N3.HOG0008321	OG0006999	n1		bc2001_g17115.t1	bc2002_g7740.t1		
N3.HOG0008322	OG0006999	n2		bc2001_g4135.t1	bc2002_g17984.t1		
N3.HOG0008323	OG0007000	n1		bc2001_g17114.t1	bc2002_g7739.t1		
N3.HOG0008324	OG0007000	n2		bc2001_g4136.t1	bc2002_g17985.t1		
N3.HOG0008325	OG0007001	n0		bc2001_g4149.t1	bc2002_g17996.t1, bc2002_g3774.t1, bc2002_g7078.t1		
N3.HOG0008326	OG0007002	n0		bc2001_g4217.t1, bc2001_g4217.t2	bc2002_g4478.t1, bc2002_g2714.t1		
N3.HOG0008327	OG0007003	n0		bc2001_g18962.t1, bc2001_g19019.t1, bc2001_g4220.t1, bc2001_g16443.t1			
N3.HOG0008328	OG0007004	n0		bc2001_g4226.t1	bc2002_g2707.t1		
N3.HOG0008329	OG0007005	n1		bc2001_g4248.t1	bc2002_g2681.t1		
N3.HOG0008330	OG0007005	n2		bc2001_g5469.t1	bc2002_g7003.t1		
N3.HOG0008331	OG0007006	n1		bc2001_g4613.t1	bc2002_g8945.t1		
N3.HOG0008332	OG0007006	n2		bc2001_g4272.t1	bc2002_g2658.t1		
N3.HOG0008333	OG0007007	n0		bc2001_g4294.t1, bc2001_g4294.t2	bc2002_g2636.t1		
N3.HOG0008334	OG0007008	n0		bc2001_g11344.t1, bc2001_g4310.t1	bc2002_g16619.t1		
N3.HOG0008335	OG0007009	n0		bc2001_g4336.t1	bc2002_g16644.t1		
N3.HOG0008336	OG0007010	n0		bc2001_g4338.t1	bc2002_g16646.t1		
N3.HOG0008337	OG0007011	n0		bc2001_g14054.t1, bc2001_g4349.t1	bc2002_g10963.t1, bc2002_g10963.t2		
N3.HOG0008338	OG0007012	n0		bc2001_g4369.t1	bc2002_g18324.t1		
N3.HOG0008339	OG0007013	n1		bc2001_g6739.t3	bc2002_g16151.t1		
N3.HOG0008340	OG0007013	n2		bc2001_g4419.t1	bc2002_g10497.t1		
N3.HOG0008341	OG0007014	n0		bc2001_g4984.t1, bc2001_g18778.t1, bc2001_g4427.t1	bc2002_g2713.t1		
N3.HOG0008342	OG0007015	n0		bc2001_g4437.t1	bc2002_g10476.t1		
N3.HOG0008343	OG0007016	n1		bc2001_g8942.t1	bc2002_g9005.t1		
N3.HOG0008344	OG0007016	n2		bc2001_g4452.t1	bc2002_g10460.t1		
N3.HOG0008345	OG0007017	n0		bc2001_g4475.t1, bc2001_g4492.t1	bc2002_g10437.t1, bc2002_g10417.t1		
N3.HOG0008346	OG0007018	n0		bc2001_g19016.t2, bc2001_g19016.t1, bc2001_g18547.t1, bc2001_g4525.t1			
N3.HOG0008347	OG0007019	n0		bc2001_g8882.t1, bc2001_g4586.t1	bc2002_g9070.t1, bc2002_g6484.t1		
N3.HOG0008348	OG0007020	n0		bc2001_g4643.t1, bc2001_g12645.t1, bc2001_g13098.t1	bc2002_g7245.t1		
N3.HOG0008349	OG0007021	n0		bc2001_g4646.t1, bc2001_g4646.t2	bc2002_g7240.t1		
N3.HOG0008350	OG0007022	n0		bc2001_g4649.t2, bc2001_g4649.t1	bc2002_g6259.t1		
N3.HOG0008351	OG0007023	n0		bc2001_g4674.t3, bc2001_g4674.t1, bc2001_g4674.t2	bc2002_g6282.t1		
N3.HOG0008352	OG0007024	n0		bc2001_g4676.t1, bc2001_g4676.t2	bc2002_g6284.t1		
N3.HOG0008353	OG0007025	n0		bc2001_g10332.t1, bc2001_g5094.t1, bc2001_g4689.t1, bc2001_g13733.t1			
N3.HOG0008354	OG0007026	n1		bc2001_g15599.t1	bc2002_g11881.t1		
N3.HOG0008355	OG0007026	n2		bc2001_g4759.t1	bc2002_g5469.t1		
N3.HOG0008356	OG0007027	n0		bc2001_g4761.t1	bc2002_g5467.t1		
N3.HOG0008357	OG0007028	n0		bc2001_g14955.t1, bc2001_g6834.t1, bc2001_g4762.t1, bc2001_g17823.t1			
N3.HOG0008358	OG0007029	n0		bc2001_g8525.t1, bc2001_g4767.t1, bc2001_g8840.t1	bc2002_g2598.t1		
N3.HOG0008359	OG0007030	n1		bc2001_g8841.t1	bc2002_g9108.t1		
N3.HOG0008360	OG0007030	n2		bc2001_g4768.t1	bc2002_g3802.t1		
N3.HOG0008361	OG0007031	n0		bc2001_g4778.t1, bc2001_g4778.t2, bc2001_g12627.t1	bc2002_g3794.t1		
N3.HOG0008362	OG0007032	n1		bc2001_g4826.t1	bc2002_g10775.t1		
N3.HOG0008363	OG0007032	n2		bc2001_g6536.t1	bc2002_g10696.t1		
N3.HOG0008364	OG0007033	n0		bc2001_g4850.t1	bc2002_g10799.t1		
N3.HOG0008365	OG0007034	n0		bc2001_g4864.t1	bc2002_g10815.t1		
N3.HOG0008366	OG0007035	n1		bc2001_g4880.t1	bc2002_g10833.t1		
N3.HOG0008367	OG0007035	n2		bc2001_g6609.t1	bc2002_g9688.t1		
N3.HOG0008368	OG0007036	n0		bc2001_g4884.t1, bc2001_g19287.t1, bc2001_g19263.t1	bc2002_g10836.t1		
N3.HOG0008369	OG0007037	n1		bc2001_g4887.t1	bc2002_g10842.t1		
N3.HOG0008370	OG0007037	n2		bc2001_g19254.t1	bc2002_g1180.t1		
N3.HOG0008371	OG0007038	n0		bc2001_g4904.t1, bc2001_g16851.t2, bc2001_g8416.t1	bc2002_g10862.t1		
N3.HOG0008372	OG0007039	n0		bc2001_g4919.t1	bc2002_g10878.t1		
N3.HOG0008373	OG0007040	n0		bc2001_g4939.t1, bc2001_g4939.t2	bc2002_g19634.t1		
N3.HOG0008374	OG0007041	n0		bc2001_g4953.t2, bc2001_g4953.t1	bc2002_g19649.t2, bc2002_g19649.t1		
N3.HOG0008375	OG0007042	n1		bc2001_g5960.t1	bc2002_g14269.t1		
N3.HOG0008376	OG0007042	n2		bc2001_g4976.t1	bc2002_g19672.t1		
N3.HOG0008377	OG0007043	n0		bc2001_g4989.t1	bc2002_g19685.t1, bc2002_g19685.t2		
N3.HOG0008378	OG0007044	n0		bc2001_g12697.t1, bc2001_g16378.t1, bc2001_g5009.t1	bc2002_g5087.t1		
N3.HOG0008379	OG0007045	n1		bc2001_g5028.t1	bc2002_g19725.t1		
N3.HOG0008380	OG0007045	n2		bc2001_g8956.t1	bc2002_g8991.t1		
N3.HOG0008381	OG0007046	n0		bc2001_g5046.t1	bc2002_g19743.t1		
N3.HOG0008382	OG0007047	n0		bc2001_g5049.t1	bc2002_g19746.t1		
N3.HOG0008383	OG0007048	n0		bc2001_g5061.t2, bc2001_g5061.t1	bc2002_g19756.t1		
N3.HOG0008384	OG0007049	n1		bc2001_g15709.t1	bc2002_g12916.t1		
N3.HOG0008385	OG0007049	n2		bc2001_g5077.t1	bc2002_g19774.t1		
N3.HOG0008386	OG0007050	n0		bc2001_g5103.t1	bc2002_g19800.t1		
N3.HOG0008387	OG0007051	n1		bc2001_g5120.t1	bc2002_g19816.t1		
N3.HOG0008388	OG0007051	n2		bc2001_g6906.t1	bc2002_g18826.t1		
N3.HOG0008389	OG0007052	n1		bc2001_g5123.t2	bc2002_g19819.t1		
N3.HOG0008390	OG0007052	n2		bc2001_g5123.t1	bc2002_g13307.t2		
N3.HOG0008391	OG0007053	n1		bc2001_g5171.t1	bc2002_g3465.t1		
N3.HOG0008392	OG0007053	n2		bc2001_g5224.t1	bc2002_g3406.t1		
N3.HOG0008393	OG0007054	n0		bc2001_g5173.t1	bc2002_g3463.t1		
N3.HOG0008394	OG0007055	n0		bc2001_g5177.t1	bc2002_g3459.t1		
N3.HOG0008395	OG0007056	n0		bc2001_g15416.t1, bc2001_g8524.t1, bc2001_g5254.t1	bc2002_g3375.t1		
N3.HOG0008396	OG0007057	n0		bc2001_g5271.t1	bc2002_g6799.t1		
N3.HOG0008397	OG0007058	n0		bc2001_g5280.t1	bc2002_g6808.t1		
N3.HOG0008398	OG0007059	n1		bc2001_g5287.t1	bc2002_g6814.t1		
N3.HOG0008399	OG0007059	n2		bc2001_g5287.t2	bc2002_g6814.t2		
N3.HOG0008400	OG0007060	n0		bc2001_g5290.t1	bc2002_g6817.t1		
N3.HOG0008401	OG0007061	n0		bc2001_g5297.t1, bc2001_g5297.t2, bc2001_g5297.t3	bc2002_g6826.t1		
N3.HOG0008402	OG0007062	n0		bc2001_g5298.t1	bc2002_g6827.t1		
N3.HOG0008403	OG0007063	n0		bc2001_g6671.t1, bc2001_g6723.t1, bc2001_g5331.t1, bc2001_g6263.t1			
N3.HOG0008404	OG0007064	n0		bc2001_g5363.t1, bc2001_g5363.t2	bc2002_g6899.t2, bc2002_g6899.t1		
N3.HOG0008405	OG0007065	n0		bc2001_g5378.t1	bc2002_g6914.t1		
N3.HOG0008406	OG0007066	n1		bc2001_g5431.t1	bc2002_g6967.t2		
N3.HOG0008407	OG0007066	n2		bc2001_g11553.t2	bc2002_g6967.t1		
N3.HOG0008408	OG0007067	n0		bc2001_g5454.t1, bc2001_g12942.t1, bc2001_g12943.t1	bc2002_g6988.t1		
N3.HOG0008409	OG0007068	n0		bc2001_g5460.t1	bc2002_g6994.t2, bc2002_g6994.t3		
N3.HOG0008410	OG0007069	n0		bc2001_g5461.t1, bc2001_g5461.t2	bc2002_g6995.t1		
N3.HOG0008411	OG0007070	n1		bc2001_g5487.t1	bc2002_g7021.t1		
N3.HOG0008412	OG0007070	n2		bc2001_g5487.t2	bc2002_g7021.t2		
N3.HOG0008413	OG0007071	n0		bc2001_g17290.t1, bc2001_g14690.t1, bc2001_g5493.t1	bc2002_g19539.t1		
N3.HOG0008414	OG0007072	n0		bc2001_g18981.t1, bc2001_g12923.t1, bc2001_g5494.t1	bc2002_g5668.t1		
N3.HOG0008415	OG0007073	n0		bc2001_g5495.t1	bc2002_g7029.t1		
N3.HOG0008416	OG0007074	n0		bc2001_g5500.t2, bc2001_g5500.t1, bc2001_g15400.t1	bc2002_g7034.t1		
N3.HOG0008417	OG0007075	n0		bc2001_g17437.t1, bc2001_g5506.t1, bc2001_g7404.t1	bc2002_g4595.t1		
N3.HOG0008418	OG0007076	n0		bc2001_g10736.t1, bc2001_g15089.t1, bc2001_g5510.t1	bc2002_g6061.t1		
N3.HOG0008419	OG0007077	n0		bc2001_g5536.t1	bc2002_g20109.t1		
N3.HOG0008420	OG0007078	n0		bc2001_g5564.t1	bc2002_g20082.t1, bc2002_g14063.t1, bc2002_g18255.t1		
N3.HOG0008421	OG0007079	n0		bc2001_g5585.t1	bc2002_g20062.t1		
N3.HOG0008422	OG0007080	n1		bc2001_g5596.t1	bc2002_g20050.t1		
N3.HOG0008423	OG0007080	n2		bc2001_g13316.t1	bc2002_g15379.t1		
N3.HOG0008424	OG0007081	n0		bc2001_g5628.t1	bc2002_g20017.t1		
N3.HOG0008425	OG0007082	n1		bc2001_g5631.t1	bc2002_g20014.t1		
N3.HOG0008426	OG0007082	n2		bc2001_g15623.t1	bc2002_g17879.t1		
N3.HOG0008427	OG0007083	n1		bc2001_g5632.t1	bc2002_g20013.t1		
N3.HOG0008428	OG0007083	n2		bc2001_g15622.t1	bc2002_g17878.t1		
N3.HOG0008429	OG0007084	n0		bc2001_g5674.t1, bc2001_g19109.t1	bc2002_g6689.t1		
N3.HOG0008430	OG0007085	n1		bc2001_g5678.t1	bc2002_g7586.t1		
N3.HOG0008431	OG0007085	n2		bc2001_g6155.t1	bc2002_g12899.t1		
N3.HOG0008432	OG0007086	n1		bc2001_g5679.t1	bc2002_g15322.t1		
N3.HOG0008433	OG0007086	n2		bc2001_g12749.t1	bc2002_g7585.t1		
N3.HOG0008434	OG0007087	n0		bc2001_g12748.t1, bc2001_g5687.t1	bc2002_g15323.t1, bc2002_g7573.t1		
N3.HOG0008435	OG0007088	n0		bc2001_g5694.t1	bc2002_g10761.t1		
N3.HOG0008436	OG0007089	n0		bc2001_g9953.t1, bc2001_g5720.t1, bc2001_g9758.t1	bc2002_g12016.t1		
N3.HOG0008437	OG0007090	n1		bc2001_g5786.t1	bc2002_g2850.t1		
N3.HOG0008438	OG0007090	n2		bc2001_g16936.t1	bc2002_g3332.t1		
N3.HOG0008439	OG0007091	n0		bc2001_g5817.t1	bc2002_g990.t1		
N3.HOG0008440	OG0007092	n1		bc2001_g5824.t1	bc2002_g997.t1		
N3.HOG0008441	OG0007092	n2		bc2001_g9293.t1	bc2002_g18492.t1		
N3.HOG0008442	OG0007093	n0		bc2001_g5863.t2, bc2001_g5863.t1	bc2002_g1031.t1		
N3.HOG0008443	OG0007094	n0		bc2001_g12149.t1, bc2001_g6699.t1, bc2001_g5868.t1	bc2002_g1034.t1		
N3.HOG0008444	OG0007095	n0		bc2001_g5952.t1, bc2001_g9778.t1, bc2001_g13738.t1	bc2002_g14473.t1		
N3.HOG0008445	OG0007096	n0		bc2001_g5955.t1, bc2001_g5955.t2	bc2002_g14274.t1, bc2002_g14274.t2		
N3.HOG0008446	OG0007097	n0		bc2001_g6014.t2, bc2001_g6014.t1	bc2002_g14213.t2, bc2002_g14213.t1		
N3.HOG0008447	OG0007098	n0		bc2001_g6015.t1	bc2002_g14212.t1, bc2002_g3779.t1, bc2002_g3779.t2		
N3.HOG0008448	OG0007099	n0		bc2001_g6086.t1	bc2002_g12831.t1		
N3.HOG0008449	OG0007100	n1		bc2001_g6099.t1	bc2002_g12842.t1		
N3.HOG0008450	OG0007100	n2		bc2001_g6099.t2	bc2002_g12843.t1		
N3.HOG0008451	OG0007101	n0		bc2001_g6104.t1, bc2001_g6104.t2	bc2002_g12848.t1		
N3.HOG0008452	OG0007102	n0		bc2001_g6129.t1	bc2002_g5734.t1, bc2002_g18552.t1, bc2002_g12870.t1		
N3.HOG0008453	OG0007103	n0		bc2001_g6139.t1, bc2001_g6139.t3, bc2001_g6139.t2	bc2002_g12881.t1		
N3.HOG0008454	OG0007104	n1		bc2001_g11340.t1	bc2002_g2547.t1		
N3.HOG0008455	OG0007104	n2		bc2001_g6174.t1	bc2002_g13270.t1		
N3.HOG0008456	OG0007105	n0		bc2001_g9042.t1, bc2001_g6179.t1, bc2001_g6913.t1	bc2002_g18820.t1		
N3.HOG0008457	OG0007106	n0		bc2001_g6912.t1, bc2001_g6180.t1	bc2002_g18821.t1, bc2002_g12926.t1		
N3.HOG0008458	OG0007107	n0		bc2001_g6182.t1	bc2002_g12928.t1, bc2002_g1837.t1, bc2002_g375.t1		
N3.HOG0008459	OG0007108	n1		bc2001_g6204.t1	bc2002_g12954.t1		
N3.HOG0008460	OG0007108	n2		bc2001_g7325.t1	bc2002_g4673.t1		
N3.HOG0008461	OG0007109	n1		bc2001_g9648.t1	bc2002_g18192.t1		
N3.HOG0008462	OG0007109	n2		bc2001_g6244.t1	bc2002_g5683.t1		
N3.HOG0008463	OG0007110	n0		bc2001_g11962.t1, bc2001_g17739.t1, bc2001_g6277.t1	bc2002_g13038.t1		
N3.HOG0008464	OG0007111	n0		bc2001_g6282.t3	bc2002_g12210.t1, bc2002_g13216.t1, bc2002_g4820.t1		
N3.HOG0008465	OG0007112	n0		bc2001_g15010.t1, bc2001_g14276.t1, bc2001_g6303.t1	bc2002_g13072.t1		
N3.HOG0008466	OG0007113	n0		bc2001_g6317.t1	bc2002_g13088.t1		
N3.HOG0008467	OG0007114	n0		bc2001_g12073.t1, bc2001_g15708.t1, bc2001_g6340.t1	bc2002_g3573.t1		
N3.HOG0008468	OG0007115	n1		bc2001_g6341.t1	bc2002_g3572.t1		
N3.HOG0008469	OG0007115	n2		bc2001_g13652.t1	bc2002_g5786.t1		
N3.HOG0008470	OG0007116	n1		bc2001_g6360.t1	bc2002_g3550.t1		
N3.HOG0008471	OG0007116	n2		bc2001_g17665.t1	bc2002_g587.t1		
N3.HOG0008472	OG0007117	n0		bc2001_g6363.t2, bc2001_g6363.t1	bc2002_g3547.t1		
N3.HOG0008473	OG0007118	n0		bc2001_g6366.t1	bc2002_g3543.t1, bc2002_g3544.t1		
N3.HOG0008474	OG0007119	n0		bc2001_g6376.t1	bc2002_g3533.t1		
N3.HOG0008475	OG0007120	n0		bc2001_g6377.t1	bc2002_g3532.t1		
N3.HOG0008476	OG0007121	n0		bc2001_g6384.t1	bc2002_g3525.t1		
N3.HOG0008477	OG0007122	n0		bc2001_g6390.t1	bc2002_g3520.t2, bc2002_g3520.t1		
N3.HOG0008478	OG0007123	n0		bc2001_g6397.t1	bc2002_g3512.t1		
N3.HOG0008479	OG0007124	n0		bc2001_g6398.t1, bc2001_g6398.t2	bc2002_g3511.t1		
N3.HOG0008480	OG0007125	n1		bc2001_g6473.t1	bc2002_g10567.t1		
N3.HOG0008481	OG0007125	n2		bc2001_g6418.t1	bc2002_g10624.t1		
N3.HOG0008482	OG0007126	n0		bc2001_g6432.t1	bc2002_g10581.t1		
N3.HOG0008483	OG0007127	n0		bc2001_g6470.t1	bc2002_g10621.t1		
N3.HOG0008484	OG0007128	n0		bc2001_g6521.t1	bc2002_g10681.t1		
N3.HOG0008485	OG0007129	n1		bc2001_g13779.t1	bc2002_g14513.t1		
N3.HOG0008486	OG0007129	n2		bc2001_g6595.t1	bc2002_g8691.t1		
N3.HOG0008487	OG0007130	n0		bc2001_g6597.t2, bc2001_g6597.t1	bc2002_g8688.t1		
N3.HOG0008488	OG0007131	n0		bc2001_g6606.t1	bc2002_g8681.t1, bc2002_g14216.t1, bc2002_g14933.t1		
N3.HOG0008489	OG0007132	n0		bc2001_g6627.t1, bc2001_g6628.t1	bc2002_g8660.t1		
N3.HOG0008490	OG0007133	n0		bc2001_g6653.t1	bc2002_g8637.t1		
N3.HOG0008491	OG0007134	n0		bc2001_g6661.t1, bc2001_g6715.t1	bc2002_g14692.t1, bc2002_g5576.t1		
N3.HOG0008492	OG0007135	n0		bc2001_g6662.t1, bc2001_g6716.t1	bc2002_g14693.t1, bc2002_g5577.t1		
N3.HOG0008493	OG0007136	n0		bc2001_g6718.t1, bc2001_g6664.t1	bc2002_g5579.t1, bc2002_g14695.t1		
N3.HOG0008494	OG0007137	n0		bc2001_g6726.t1, bc2001_g6675.t1	bc2002_g5591.t1, bc2002_g14708.t1		
N3.HOG0008495	OG0007138	n1		bc2001_g18466.t1	bc2002_g16165.t1		
N3.HOG0008496	OG0007138	n2		bc2001_g6700.t1	bc2002_g7997.t1		
N3.HOG0008497	OG0007139	n0		bc2001_g19013.t1, bc2001_g6712.t1	bc2002_g5632.t1, bc2002_g16297.t1		
N3.HOG0008498	OG0007140	n0		bc2001_g6720.t1	bc2002_g14700.t1, bc2002_g19769.t1, bc2002_g9721.t1		
N3.HOG0008499	OG0007141	n1		bc2001_g15055.t1	bc2002_g19043.t1		
N3.HOG0008500	OG0007141	n2		bc2001_g6767.t1	bc2002_g12941.t1		
N3.HOG0008501	OG0007142	n0		bc2001_g6774.t1	bc2002_g10311.t1		
N3.HOG0008502	OG0007143	n0		bc2001_g6789.t1, bc2001_g15723.t2, bc2001_g15828.t1	bc2002_g10324.t1		
N3.HOG0008503	OG0007144	n0		bc2001_g6824.t1	bc2002_g10362.t1		
N3.HOG0008504	OG0007145	n0		bc2001_g16216.t1, bc2001_g12632.t1, bc2001_g6843.t1	bc2002_g8487.t1		
N3.HOG0008505	OG0007146	n0		bc2001_g14974.t1, bc2001_g6855.t1, bc2001_g10816.t1	bc2002_g19125.t1		
N3.HOG0008506	OG0007147	n0		bc2001_g6863.t1	bc2002_g1714.t1		
N3.HOG0008507	OG0007148	n0		bc2001_g6917.t1	bc2002_g18816.t1		
N3.HOG0008508	OG0007149	n0		bc2001_g6919.t1	bc2002_g18814.t1		
N3.HOG0008509	OG0007150	n0		bc2001_g12339.t1, bc2001_g15777.t1, bc2001_g6926.t1	bc2002_g18809.t1		
N3.HOG0008510	OG0007151	n0		bc2001_g6938.t1	bc2002_g18797.t1		
N3.HOG0008511	OG0007152	n0		bc2001_g6942.t1	bc2002_g18793.t1, bc2002_g19759.t1, bc2002_g14092.t1		
N3.HOG0008512	OG0007153	n0		bc2001_g6994.t1	bc2002_g4705.t1		
N3.HOG0008513	OG0007154	n1		bc2001_g8825.t1	bc2002_g2581.t1		
N3.HOG0008514	OG0007154	n2		bc2001_g6998.t1	bc2002_g8427.t1		
N3.HOG0008515	OG0007155	n1		bc2001_g7042.t1	bc2002_g4755.t1		
N3.HOG0008516	OG0007155	n2		bc2001_g7029.t1	bc2002_g4741.t1		
N3.HOG0008517	OG0007156	n1		bc2001_g18704.t1	bc2002_g13657.t1		
N3.HOG0008518	OG0007156	n2		bc2001_g7059.t1	bc2002_g4772.t1		
N3.HOG0008519	OG0007157	n0		bc2001_g15832.t1, bc2001_g14561.t1, bc2001_g19444.t1, bc2001_g7063.t1			
N3.HOG0008520	OG0007158	n0		bc2001_g7069.t2, bc2001_g7069.t1	bc2002_g4783.t1		
N3.HOG0008521	OG0007159	n0		bc2001_g7082.t1	bc2002_g4795.t1		
N3.HOG0008522	OG0007160	n1		bc2001_g7088.t1	bc2002_g4801.t1		
N3.HOG0008523	OG0007160	n2		bc2001_g7088.t2	bc2002_g4801.t2		
N3.HOG0008524	OG0007161	n0		bc2001_g7094.t1	bc2002_g4807.t1, bc2002_g4807.t2		
N3.HOG0008525	OG0007162	n0		bc2001_g7145.t1	bc2002_g4859.t1		
N3.HOG0008526	OG0007163	n0		bc2001_g7150.t1	bc2002_g4864.t1		
N3.HOG0008527	OG0007164	n0		bc2001_g7169.t1, bc2001_g7169.t2	bc2002_g4882.t1		
N3.HOG0008528	OG0007165	n0		bc2001_g7182.t1	bc2002_g4902.t1		
N3.HOG0008529	OG0007166	n1		bc2001_g9732.t1	bc2002_g6004.t1		
N3.HOG0008530	OG0007166	n2		bc2001_g7224.t1	bc2002_g4953.t1		
N3.HOG0008531	OG0007167	n1		bc2001_g7231.t1	bc2002_g12460.t1		
N3.HOG0008532	OG0007167	n2		bc2001_g19229.t1	bc2002_g1154.t1		
N3.HOG0008533	OG0007168	n1		bc2001_g15299.t1	bc2002_g5889.t1		
N3.HOG0008534	OG0007168	n2		bc2001_g7272.t1	bc2002_g5002.t1		
N3.HOG0008535	OG0007169	n1		bc2001_g7274.t1	bc2002_g5005.t1		
N3.HOG0008536	OG0007169	n2		bc2001_g7274.t2	bc2002_g5005.t2		
N3.HOG0008537	OG0007170	n0		bc2001_g7287.t1	bc2002_g5018.t1, bc2002_g5018.t2		
N3.HOG0008538	OG0007171	n0		bc2001_g7308.t1	bc2002_g5043.t1, bc2002_g15229.t1, bc2002_g5774.t1		
N3.HOG0008539	OG0007172	n0		bc2001_g7333.t1	bc2002_g4665.t1		
N3.HOG0008540	OG0007173	n0		bc2001_g7364.t3			
N3.HOG0008541	OG0007174	n0		bc2001_g7373.t1	bc2002_g12391.t1, bc2002_g9889.t1, bc2002_g4626.t1		
N3.HOG0008542	OG0007175	n0		bc2001_g7374.t1	bc2002_g12390.t1, bc2002_g9890.t1, bc2002_g4625.t1		
