Geneid,Chr,Start,End,Strand,Length,mapped_to_Icas2
g9193,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,3769;3939;4448;4648;5269;5685;5913;6567;6794;6904;7236;7505;7793;8146;8420;8605;8944;9312;9699;9855;10241,3784;4258;4564;4803;5429;5811;6267;6738;6837;7067;7331;7699;7966;8300;8469;8796;9070;9637;9788;10148;10512,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3603,19366
g9194,contig_373;contig_373;contig_373,11075;11495;11648,11424;11535;11658,-;-;-,402,0
g9195,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,12732;13059;13338;13647;15039;15239,12969;13265;13583;13893;15116;15302,+;+;+;+;+;+,1080,0
g9196,contig_373,16510,17892,+,1383,0
g9197,contig_373,17940,20228,+,2289,0
g9198,contig_373;contig_373;contig_373,20469;21139;21894,21051;21739;22131,-;-;-,1422,0
g9199,contig_373;contig_373,22382;22728,22647;23406,+;+,945,0
g9200,contig_373,23942,25666,-,1725,0
g9201,contig_373,25827,26828,+,1002,0
g9202,contig_373,26855,27226,-,372,0
g9203,contig_373;contig_373,27419;27838,27780;27973,-;-,498,0
g9204,contig_373;contig_373;contig_373,28419;28984;29443,28767;29325;29609,+;+;+,858,3253
g9205,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,29967;30287;30490;30865;31109;31579;31887;32305;32758;33040;33321;33706;34003;34189;34454;34729;34981;35322;35507;35896;36290;36647,29971;30391;30598;30956;31289;31771;32104;32610;32829;33153;33511;33875;34103;34356;34583;34866;35147;35414;35600;36180;36473;36827,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3297,31672
g9206,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,37016;37016;37337;37337;37737;37737,37239;37239;37534;37534;37845;37755,-;-;-;-;-;-,531,29002
g9207,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,38179;39050;39333;39687;40138;40687;41089;41579;42075;42396,38913;39217;39565;39854;40360;40897;41249;41966;42224;42571,+;+;+;+;+;+;+;+;+;+,2613,1002911
g9208,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,42924;42924;43067;43067;43315;43315;43605;43605;43847,42965;42965;43148;43148;43493;43493;43619;43696;43865,-;-;-;-;-;-;-;-;-,414,4816
g9209,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,43882;43999;44322;44322;44600;44600;44805;44805,44242;44242;44398;44398;44699;44699;44956;44956,+;+;+;+;+;+;+;+,690,1876
g9210,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,45176;45176;45488;45488;45698;45698;45907;45907;46247;46247;46519;46519;46769;46769;47022;47022;47256;47311;47405;47405;48529;48529;48963;48963;49317;49317;49489;49489;49685;49685;49885;49885;50039;50039;50173;50173;50792;50792;51110;51110;51839;51839;52011;52011;52373;52373;52573;52573;52731;52731;52887;52887;53226;53226,45351;45351;45555;45555;45840;45840;45964;45964;46416;46416;46650;46650;46909;46909;47198;47184;47332;47332;48414;48414;48778;48778;49158;49158;49404;49404;49580;49580;49747;49747;49955;49955;50085;50085;50672;50672;50938;50938;51268;51268;51927;51927;52155;52155;52471;52471;52644;52644;52792;52792;53034;53034;53354;53354,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,4509,75367
g9211,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,53398;53489;53671;53679;54102;54102;54281;54281;54498;54498;54938;54938;55263;55263;55616;55616;55875;55875;56110;56110,53409;53544;53997;53997;54198;54198;54351;54351;54818;54818;55085;55085;55461;55461;55808;55808;56035;56035;56260;56260,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,1736,27133
g9212,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,56706;57979;58274;58670;59421;59715,57407;58119;58403;58995;59537;59738,-;-;-;-;-;-,1440,38219
g9213,contig_373;contig_373;contig_373;contig_373,59789;59922;60161;60665,59827;60047;60351;60743,-;-;-;-,435,18061
g9214,contig_373;contig_373;contig_373;contig_373;contig_373,60921;61146;61270;61550;62285,61076;61204;61410;62173;62903,+;+;+;+;+,1599,9432
g9215,contig_373;contig_373,64865;65462,65359;65518,+;+,552,0
g9216,contig_373,65645,65965,+,321,0
g9217,contig_373;contig_373;contig_373,65968;66566;66778,66504;66688;66831,-;-;-,714,0
g9218,contig_373;contig_373;contig_373,67357;67633;68275,67573;68116;68788,+;+;+,1215,0
g9219,contig_373,69056,69901,+,846,0
g9220,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,70433;70568;70722;70872;71113;71291,70446;70647;70804;71006;71206;71430,+;+;+;+;+;+,546,2264
g9221,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,71761;71761;72037;72037;72232;72232;72517;72517;72764;72764;73033;73033;73346;73346;73642;73642;73772;73772;74035;74038;74456;74456;74663;74663;74849;74849;75083;75083;75461;75461;75698;75698;75870;75870;76142;76142;76620;76620;76739;76739;76992;76992;77204;77204;77465;77465,71802;71802;72162;72162;72405;72405;72597;72597;72843;72843;73176;73176;73539;73539;73712;73712;73910;73910;74142;74142;74567;74567;74753;74753;74939;74939;75372;75372;75604;75604;75776;75776;76039;76039;76463;76463;76672;76672;76870;76870;77084;77084;77385;77385;77528;77528,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2982,17757
g9222,contig_373;contig_373;contig_373;contig_373,77819;78025;78263;78452,77946;78175;78380;78648,+;+;+;+,594,3324
g9223,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,78842;79097;79237;79435;79581;79739;79919;80297;80453;80869;81057;81211;81409;81558;81910;82167;82447;82602;82948,78921;79173;79365;79511;79664;79833;80034;80382;80609;80958;81114;81290;81498;81824;82040;82362;82515;82846;83007,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2187,14929
g9224,contig_373;contig_373;contig_373;contig_373;contig_373,83123;83448;83647;83816;84113,83270;83578;83733;83978;84243,+;+;+;+;+,660,88459
g9225,contig_373;contig_373,86814;87465,87127;87921,-;-,771,0
g9226,contig_373;contig_373,88000;88767,88672;88780,-;-,687,0
g9227,contig_373;contig_373,88821;89542,89388;91274,-;-,2301,0
g9228,contig_373;contig_373,91531;91720,91583;91879,+;+,213,1229
g9229,contig_373;contig_373;contig_373,92143;92238;92872,92162;92582;93598,-;-;-,1092,0
g9230,contig_373;contig_373;contig_373;contig_373,94319;94672;95811;96222,94485;95708;96116;96628,+;+;+;+,1917,0
g9231,contig_373,96700,98493,-,1794,0
g9232,contig_373,99043,99555,+,513,0
g9233,contig_373,100285,101736,+,1452,0
g9234,contig_373,104331,104759,+,429,0
g9235,contig_373;contig_373,106121;107001,106325;107050,-;-,255,0
g9236,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,107800;108045;108390;108660;108847;109149;109343,107908;108329;108575;108773;108978;109249;109444,+;+;+;+;+;+;+,1029,0
g9237,contig_373,110251,111108,-,858,0
g9238,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,113082;113220;113407;113606;113783;113937;114213;114392;114705;115169;116720,113120;113316;113476;113705;113827;114112;114304;114602;114962;116629;116762,-;-;-;-;-;-;-;-;-;-;-,2592,9402
g9239,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,118373;118373;118916;118916;119693;119693;119903;119903;120446;120446;120802;120802;121090;121418,118829;118829;119056;119056;119791;119791;120272;120272;120734;120734;120942;121014;121265;121460,-;-;-;-;-;-;-;-;-;-;-;-;-;-,1788,0
g9240,contig_373;contig_373,121804;122300,122199;122791,-;-,888,0
g9241,contig_373;contig_373;contig_373,123390;123581;123823,123511;123746;124125,-;-;-,591,0
g9242,contig_373;contig_373;contig_373;contig_373,124320;125046;125386;125849,124991;125324;125787;125887,-;-;-;-,1392,0
g9243,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,126093;126227;126338;126446;126689;127059,126143;126271;126387;126619;126999;127657,+;+;+;+;+;+,1230,0
g9244,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,128064;128064;128268;128268;128473;128473;128663;128663;128839;128839;129060;129060;129217;129217;129542;129542;129729;129729;129940;129940;130137;130137;130304;130304;130569;130569,128187;128187;128407;128407;128549;128549;128749;128749;128919;128919;129137;129137;129363;129363;129617;129617;129831;129831;130023;130023;130237;130237;130431;130431;130671;130761,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,1419,10256
g9245,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,130915;131137;131331;131533;131724;132000;132303,131046;131244;131454;131609;131850;132189;132558,+;+;+;+;+;+;+,1014,15275
g9246,contig_373;contig_373;contig_373,132782;133022;133183,132943;133099;133389,+;+;+,447,0
g9247,contig_373;contig_373,133831;134181,133997;135165,+;+,1152,0
g9248,contig_373;contig_373,135229;135728,135622;136149,+;+,816,0
g9249,contig_373;contig_373,136221;138183,138023;138302,-;-,1923,0
g9250,contig_373,138582,139094,+,513,0
g9251,contig_373;contig_373,139824;141221,141120;141318,+;+,1395,0
g9252,contig_373,143863,144681,+,819,0
g9253,contig_373,144687,146513,-,1827,0
g9254,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,147211;147327;147475;147632;147790;148031;148191;148416;148658;148878,147257;147391;147536;147710;147947;148129;148346;148518;148818;148883,+;+;+;+;+;+;+;+;+;+,936,203
g9255,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,148944;149186;149469;149773;149955;150203;150331;150527;150941;151063;151394;151631;151767;151943;152304;152627;152842;153322;153504;153725;153887;154025;154201;154463;154657,149064;149394;149662;149883;150102;150267;150421;150849;150987;151159;151507;151684;151781;152220;152455;152730;153102;153417;153612;153783;153950;154114;154387;154531;154802,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,3204,20592
g9256,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,155029;155029;155187;155302;155302;155586;155586,155117;155230;155230;155331;155331;155683;155683,-;-;-;-;-;-;-,330,100350
g9257,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,155884;157355;157552;157899;158360;158670;158948;159244;159406;159599,157222;157402;157794;158183;158547;158825;159139;159320;159502;159634,+;+;+;+;+;+;+;+;+;+,2661,1132
g9258,contig_373;contig_373;contig_373;contig_373,159884;160094;160255;160414,159970;160140;160327;160425,+;+;+;+,219,3401
g9259,contig_373;contig_373,161087;161261,161200;161377,-;-,231,2923
g9260,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,161399;161399;161687;161687;161885;161885;162072;162072;162301;162301;162419;162419;162562;162562;162649;162649;162750;162750,161612;161621;161808;161808;162007;162007;162241;162241;162359;162359;162502;162502;162596;162596;162682;162682;162829;162829,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,930,3153
g9261,contig_373;contig_373;contig_373,163131;163347;163441,163260;163382;163499,+;+;+,225,1587
g9262,contig_373;contig_373;contig_373,163529;163692;163825,163610;163763;163928,+;+;+,258,430
g9263,contig_373;contig_373;contig_373,164578;164967;165319,164896;165248;165593,+;+;+,876,0
g9264,contig_373;contig_373;contig_373,165667;166003;166518,165938;166455;166752,-;-;-,960,363
g9265,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,167054;167220;167374;167375;167468;167591;167827;167827;168046;168046;168308;168308,167133;167263;167409;167764;167550;167764;167960;167960;168196;168196;168568;168568,+;+;+;+;+;+;+;+;+;+;+;+,1061,14737
g9266,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,169255;169496;169732;170223;170432;170748;171293;172095;172322;172470,169374;169666;169943;170355;170583;171233;172008;172206;172398;172651,+;+;+;+;+;+;+;+;+;+,2361,10514
g9267,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,172759;172759;172884;172932;173076;173076;173285;173285;173483;173483;173673;173673;173913;173913;174034;174034;174203;174203;174337;174337;174546;174546;174729;174729;174932;174932;175185;175185;175396;175396;175535;175535;175734;175734;175879;175879;176040;176040;176196;176196;176323;176323;176483;176483;176638;176638;176858;176858;176998;176998;177201;177201;177314;177314;177657;177657,172821;172821;173004;173004;173203;173203;173370;173370;173580;173580;173833;173833;173964;173964;174126;174126;174263;174263;174449;174449;174639;174639;174836;174836;175054;175054;175292;175292;175420;175420;175650;175650;175801;175801;175922;175922;176117;176117;176250;176250;176404;176404;176547;176547;176761;176761;176921;176921;177120;177120;177247;177247;177446;177446;177767;177767,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2544,25539
g9268,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,177905;177905;177988;177988;178237;178237;178496;178496;179240;179240;179590,177920;177920;178149;178149;178390;178390;179137;179137;179810;179457;179810,+;+;+;+;+;+;+;+;+;+;+,1545,3162
g9269,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,180062;180788;181139;181320;181430;181469;181799;181799;181978;181978;182230;182230;182440;182440;182753;182753;182969;182969;183128;183128;183434;183434;183694;183694;183904;183904;184303;184303;184722;184722;184960;184960;185166;185166;185548;185548,180658;180806;181216;181339;181696;181696;181870;181870;182156;182156;182320;182320;182671;182671;182864;182864;183039;183039;183296;183296;183604;183604;183771;183771;184131;184131;184597;184597;184862;184862;185071;185071;185322;185322;185569;185569,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,3111,56938
g9270,contig_373;contig_373;contig_373,185877;186187;187232,185966;187143;187318,+;+;+,1134,23374
g9271,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,187674;187988;188304;188475;189088;189829;190228;190470;190695;190817;191012;191180;191247,187772;188187;188365;188647;189663;190083;190310;190524;190722;190832;191051;191196;191268,-;-;-;-;-;-;-;-;-;-;-;-;-,1626,51473
g9272,contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373;contig_373,191339;191521;191833;192119;192364;192591;192838;193185;193314;193715;194590;194876;195036;195469;195670;195829;196052;196380;196555;196806;197153;197444;197741;197908,191394;191701;192031;192234;192444;192728;193107;193223;193595;194389;194737;194950;195374;195552;195734;195939;196238;196451;196706;197076;197319;197648;197794;198035,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,4095,45925
