Orthogroup	dicty_braker	vvermcdc19_braker
OG0003275	dicty_g4362.t1, dicty_g4766.t1	vverm_g261.t1
OG0003276	dicty_g2136.t1	vverm_g1945.t1, vverm_g9610.t1
OG0003277	dicty_g9089.t1	vverm_g10305.t1, vverm_g10305.t2
OG0003278	dicty_g7324.t1	vverm_g12029.t1
OG0003279	dicty_g6265.t1	vverm_g1290.t2, vverm_g1290.t1
OG0003280	dicty_g3755.t1	vverm_g1735.t1, vverm_g12607.t1
OG0003281	dicty_g4222.t1	vverm_g12111.t2, vverm_g12111.t1
OG0003282	dicty_g1140.t1	vverm_g3725.t1
OG0003283	dicty_g7661.t1	vverm_g15703.t1, vverm_g15703.t2, vverm_g4618.t1
OG0003284	dicty_g2531.t1, dicty_g2944.t1	vverm_g2484.t1
OG0003285	dicty_g7828.t1	vverm_g13127.t1, vverm_g12483.t1
OG0003286	dicty_g1520.t1	vverm_g9780.t1
OG0003287	dicty_g7379.t1	vverm_g10362.t1
OG0003288	dicty_g1086.t1	vverm_g13859.t1
OG0003289	dicty_g8790.t1	vverm_g3768.t1
OG0003290	dicty_g7559.t1	vverm_g1721.t1, vverm_g1736.t1
OG0003291	dicty_g9658.t1	vverm_g4542.t1
OG0003292	dicty_g8581.t1	vverm_g2671.t1
OG0003293	dicty_g3431.t1	vverm_g14885.t1
OG0003294	dicty_g4550.t1	vverm_g5597.t1
OG0003295	dicty_g9032.t1	vverm_g16795.t1
OG0003296	dicty_g810.t1	vverm_g5405.t1
OG0003297	dicty_g5178.t1	vverm_g1955.t1, vverm_g1955.t2
OG0003299	dicty_g4680.t1	vverm_g6027.t1
OG0003300	dicty_g7412.t1	vverm_g16732.t1
OG0003301	dicty_g1207.t1	vverm_g10832.t1
OG0003302	dicty_g8220.t1	vverm_g3660.t1
OG0003304	dicty_g6499.t1	vverm_g4484.t1, vverm_g15774.t1
OG0003305	dicty_g1709.t1	vverm_g14550.t1
OG0003306	dicty_g5643.t1	vverm_g10814.t1
OG0003307	dicty_g2286.t1	vverm_g12070.t1, vverm_g13787.t1
OG0003308	dicty_g6425.t1	vverm_g8457.t1
OG0003309	dicty_g5304.t1, dicty_g5304.t2	vverm_g7177.t1
OG0003311	dicty_g4978.t1	vverm_g13731.t1
OG0003312	dicty_g3309.t1	vverm_g11055.t1
OG0003316	dicty_g3804.t1	vverm_g2944.t1
OG0003317	dicty_g1641.t1	vverm_g8635.t1
OG0003319	dicty_g5632.t1	vverm_g3697.t1
OG0003320	dicty_g1751.t1	vverm_g14816.t1
OG0003321	dicty_g11034.t1	vverm_g16006.t1, vverm_g3759.t1
OG0003322	dicty_g6238.t1	vverm_g2337.t1, vverm_g2337.t2
OG0003323	dicty_g6468.t1	vverm_g2987.t1, vverm_g14966.t1
OG0003324	dicty_g6005.t1	vverm_g10303.t1, vverm_g10303.t2
OG0003325	dicty_g9781.t1, dicty_g1657.t1	vverm_g468.t1
OG0003327	dicty_g9015.t1	vverm_g2501.t1
OG0003330	dicty_g7877.t1	vverm_g14987.t1
OG0003331	dicty_g4858.t1	vverm_g13956.t1
OG0003332	dicty_g3495.t1	vverm_g16178.t1
OG0003333	dicty_g901.t1	vverm_g5264.t1
OG0003336	dicty_g4538.t1	vverm_g1283.t1
OG0003337	dicty_g7349.t1	vverm_g12689.t1
OG0003338	dicty_g117.t1	vverm_g11718.t1, vverm_g789.t1
OG0003339	dicty_g4163.t1, dicty_g8044.t1	vverm_g4264.t1
OG0003340	dicty_g11244.t1	vverm_g46.t1
OG0003341	dicty_g1286.t3, dicty_g1286.t1	vverm_g4309.t1
OG0003342	dicty_g5558.t1	vverm_g4156.t1
OG0003343	dicty_g7426.t1	vverm_g4150.t1
OG0003347	dicty_g7765.t1	vverm_g7767.t1
OG0003349	dicty_g10666.t1	vverm_g9372.t1
OG0003351	dicty_g3339.t1	vverm_g9460.t1
OG0003353	dicty_g10739.t1	vverm_g9811.t2, vverm_g9811.t1
OG0003354	dicty_g1379.t1	vverm_g9893.t2, vverm_g9893.t1
OG0003355	dicty_g7115.t1	vverm_g736.t1
OG0003356	dicty_g3643.t1	vverm_g1612.t1
OG0003357	dicty_g3033.t1	vverm_g14596.t1
OG0003358	dicty_g6269.t1, dicty_g6198.t1	vverm_g2558.t1
OG0003359	dicty_g6674.t1	vverm_g11002.t1
OG0003361	dicty_g10369.t1	vverm_g1364.t1
OG0003363	dicty_g896.t1	vverm_g7681.t1
OG0003365	dicty_g3511.t1	vverm_g15535.t1
OG0003366	dicty_g9877.t1	vverm_g12898.t1
OG0003367	dicty_g10592.t1, dicty_g10592.t2	vverm_g4154.t1
OG0003369	dicty_g676.t1	vverm_g14159.t1, vverm_g14159.t2
OG0003370	dicty_g6735.t1	vverm_g3356.t1
OG0003371	dicty_g5603.t1	vverm_g9609.t1, vverm_g9609.t2
OG0003373	dicty_g7357.t1	vverm_g143.t1
OG0003374	dicty_g10251.t1	vverm_g3189.t1, vverm_g7984.t1
OG0003375	dicty_g2381.t1	vverm_g15971.t1
OG0003376	dicty_g5017.t1	vverm_g1204.t1
OG0003377	dicty_g6134.t1	vverm_g2387.t1, vverm_g1251.t1
OG0003379	dicty_g9184.t1	vverm_g4213.t2, vverm_g4213.t1
OG0003380	dicty_g7865.t1	vverm_g13367.t1
OG0003381	dicty_g4037.t1	vverm_g16630.t1, vverm_g12709.t1
OG0003382	dicty_g7514.t1, dicty_g7515.t1	vverm_g13420.t1
OG0003383	dicty_g6980.t1	vverm_g13378.t1
OG0003384	dicty_g7387.t1	vverm_g13377.t1
OG0003386	dicty_g617.t1, dicty_g617.t2	vverm_g3958.t1
OG0003388	dicty_g10346.t1	vverm_g11230.t1
OG0003389	dicty_g3576.t1	vverm_g8202.t1
OG0003390	dicty_g9163.t1	vverm_g12573.t1
OG0003391	dicty_g1350.t1	vverm_g785.t1, vverm_g11722.t1
OG0003392	dicty_g1566.t2, dicty_g1566.t1	vverm_g3625.t1
OG0003393	dicty_g5234.t1	vverm_g3143.t1
OG0003394	dicty_g9608.t1	vverm_g12734.t1
OG0003395	dicty_g100.t1	vverm_g7707.t1
OG0003396	dicty_g2352.t1	vverm_g11292.t1
OG0003397	dicty_g1497.t1	vverm_g8658.t2, vverm_g8658.t1
OG0003398	dicty_g4826.t1	vverm_g14801.t1, vverm_g14801.t2
OG0003399	dicty_g2296.t1	vverm_g8547.t1
OG0003400	dicty_g9214.t1	vverm_g467.t1
OG0003401	dicty_g5714.t1, dicty_g10294.t1	vverm_g657.t1
OG0003402	dicty_g8969.t1	vverm_g3731.t1
OG0003403	dicty_g9010.t1	vverm_g2259.t2, vverm_g2259.t1
OG0003404	dicty_g1681.t1	vverm_g1213.t1
OG0003405	dicty_g10912.t1	vverm_g4157.t1
OG0003406	dicty_g9794.t1, dicty_g9794.t2	vverm_g2615.t1
OG0003407	dicty_g4490.t1	vverm_g10609.t1
OG0003408	dicty_g3762.t1	vverm_g11964.t1
OG0003409	dicty_g1177.t1	vverm_g7988.t1
OG0003410	dicty_g604.t1, dicty_g6802.t1	vverm_g2317.t1
OG0003411	dicty_g3287.t1	vverm_g5750.t1
OG0003413	dicty_g3064.t1	vverm_g1344.t1
OG0003414	dicty_g7154.t1	vverm_g2836.t1, vverm_g14638.t1
OG0003415	dicty_g9336.t1	vverm_g8522.t1
OG0003417	dicty_g5886.t1, dicty_g10829.t1	vverm_g2304.t1
OG0003419	dicty_g4762.t1	vverm_g6556.t1
OG0003420	dicty_g9681.t1	vverm_g11253.t1
OG0003421	dicty_g7700.t1	vverm_g11184.t1
OG0003422	dicty_g5247.t1	vverm_g15505.t1
OG0003423	dicty_g2722.t1, dicty_g2756.t1	vverm_g13693.t1
OG0003424	dicty_g2994.t1, dicty_g2482.t1	vverm_g11260.t1
OG0003425	dicty_g7407.t1	vverm_g4436.t1
OG0003427	dicty_g7378.t1	vverm_g2329.t1, vverm_g2328.t1
OG0003428	dicty_g1723.t1, dicty_g1723.t2	vverm_g2799.t1
OG0003429	dicty_g6440.t1	vverm_g11257.t1, vverm_g11257.t2
OG0003430	dicty_g9246.t1	vverm_g8709.t1
OG0003432	dicty_g7600.t1	vverm_g4405.t1
OG0003433	dicty_g6056.t1	vverm_g3242.t1, vverm_g3242.t2
OG0003434	dicty_g2123.t1	vverm_g12899.t2, vverm_g12899.t1
OG0003435	dicty_g7071.t1	vverm_g3302.t1, vverm_g3302.t2
OG0003436	dicty_g2771.t1, dicty_g2706.t1	vverm_g596.t1
OG0003437	dicty_g5387.t1, dicty_g9685.t1	vverm_g1673.t1
OG0003438	dicty_g8885.t1	vverm_g4091.t1, vverm_g4091.t2
OG0003439	dicty_g4329.t1	vverm_g3194.t1
OG0003440	dicty_g5179.t1	vverm_g1954.t1
OG0003441	dicty_g9640.t1	vverm_g15595.t1, vverm_g483.t1
OG0003442	dicty_g2638.t1, dicty_g2839.t1	vverm_g12460.t1
OG0003443	dicty_g10763.t1	vverm_g3904.t1
OG0003444	dicty_g9999.t1	vverm_g1742.t1, vverm_g1156.t1
OG0003445	dicty_g1298.t1	vverm_g11885.t1, vverm_g8775.t1
OG0003446	dicty_g9911.t1	vverm_g13985.t1
OG0003447	dicty_g7099.t1	vverm_g2460.t2, vverm_g2460.t1
OG0003448	dicty_g347.t1	vverm_g15706.t1
OG0003449	dicty_g11025.t1	vverm_g7355.t1
OG0003451	dicty_g5348.t1	vverm_g7354.t1, vverm_g7354.t2
OG0003452	dicty_g5750.t1	vverm_g7941.t1, vverm_g11506.t1
OG0003453	dicty_g8521.t2, dicty_g8521.t1	vverm_g3689.t1
OG0003454	dicty_g8372.t1	vverm_g15808.t1
OG0003455	dicty_g9470.t2, dicty_g9470.t1	vverm_g3278.t1
OG0003456	dicty_g815.t1	vverm_g9171.t1
OG0003457	dicty_g2143.t1	vverm_g8310.t1
OG0003458	dicty_g992.t1	vverm_g8659.t1
OG0003459	dicty_g7098.t1, dicty_g10640.t1	vverm_g486.t1
OG0003460	dicty_g4987.t1	vverm_g155.t1
OG0003461	dicty_g4616.t1	vverm_g2453.t2, vverm_g2453.t1
OG0003462	dicty_g10550.t1	vverm_g340.t1, vverm_g340.t2
OG0003463	dicty_g4486.t2, dicty_g4486.t1	vverm_g11064.t1
OG0003464	dicty_g7629.t1, dicty_g2013.t1	vverm_g12363.t1
OG0003465	dicty_g5679.t1	vverm_g6811.t1
OG0003467	dicty_g3428.t1	vverm_g13995.t1
OG0003468	dicty_g10950.t1	vverm_g621.t1, vverm_g621.t2
OG0003469	dicty_g7837.t1	vverm_g2555.t1
OG0003470	dicty_g424.t1	vverm_g12894.t1
OG0003471	dicty_g7252.t1	vverm_g5246.t1
OG0003472	dicty_g9376.t1	vverm_g12933.t1
OG0003474	dicty_g5971.t1	vverm_g14901.t1
OG0003475	dicty_g643.t1	vverm_g10499.t1
OG0003477	dicty_g1461.t1	vverm_g12173.t1
OG0003478	dicty_g10709.t1	vverm_g7703.t1
OG0003479	dicty_g9581.t1	vverm_g8774.t1
OG0003480	dicty_g10269.t1	vverm_g8952.t1
OG0003481	dicty_g7925.t1	vverm_g4579.t1, vverm_g10658.t1
OG0003482	dicty_g1643.t1	vverm_g10274.t1
OG0003483	dicty_g5056.t1	vverm_g10675.t2, vverm_g10675.t1
OG0003484	dicty_g8123.t1	vverm_g5568.t1
OG0003486	dicty_g8216.t1, dicty_g8216.t2	vverm_g5623.t1, vverm_g5623.t2
OG0003487	dicty_g6099.t1, dicty_g11383.t1	vverm_g4146.t1
OG0003488	dicty_g6329.t1	vverm_g10050.t3, vverm_g10050.t1
OG0003489	dicty_g495.t1	vverm_g1502.t1, vverm_g1502.t2
OG0003490	dicty_g1329.t1	vverm_g16314.t1
OG0003491	dicty_g7298.t1, dicty_g7298.t2	vverm_g3064.t1
OG0003492	dicty_g1701.t1	vverm_g695.t1
OG0003493	dicty_g10870.t1	vverm_g8505.t1
OG0003494	dicty_g855.t1	vverm_g10803.t1
OG0003496	dicty_g6998.t1	vverm_g638.t1
OG0003497	dicty_g1619.t1, dicty_g1618.t1	vverm_g642.t1
OG0003499	dicty_g9872.t2, dicty_g9872.t1	vverm_g3745.t1
OG0003501	dicty_g10719.t1	vverm_g689.t2, vverm_g689.t1
OG0003503	dicty_g177.t1	vverm_g10273.t1
OG0003506	dicty_g1797.t1	vverm_g7127.t1
OG0003507	dicty_g3079.t1	vverm_g5239.t2, vverm_g5239.t1
OG0003509	dicty_g1396.t1	vverm_g8411.t1
OG0003511	dicty_g10820.t1	vverm_g8430.t1
OG0003513	dicty_g5068.t1	vverm_g16652.t1
OG0003514	dicty_g5349.t1	vverm_g4227.t1
OG0003516	dicty_g6248.t1	vverm_g5330.t1, vverm_g13426.t1
OG0003518	dicty_g9317.t1	vverm_g15668.t1
OG0003519	dicty_g7798.t1	vverm_g857.t2
OG0003520	dicty_g5165.t1, dicty_g5165.t2	vverm_g13794.t1
OG0003522	dicty_g5228.t2, dicty_g5228.t1	vverm_g12859.t1
OG0003524	dicty_g1316.t1	vverm_g13796.t1
OG0003526	dicty_g4828.t1	vverm_g15964.t1
OG0003527	dicty_g6926.t1	vverm_g7746.t1
OG0003529	dicty_g8807.t1	vverm_g13805.t1
OG0003530	dicty_g1325.t1	vverm_g15389.t1
OG0003531	dicty_g7822.t1	vverm_g9433.t1
OG0003532	dicty_g9322.t1	vverm_g4018.t1
OG0003533	dicty_g8945.t1	vverm_g1551.t1
OG0003534	dicty_g6221.t1	vverm_g8024.t1
OG0003535	dicty_g9771.t1	vverm_g13768.t1
OG0003537	dicty_g5333.t1	vverm_g8687.t1
OG0003538	dicty_g10683.t1	vverm_g6118.t1
OG0003539	dicty_g7497.t1, dicty_g7497.t2	vverm_g12871.t1
OG0003541	dicty_g3788.t1	vverm_g983.t1
OG0003542	dicty_g8271.t1	vverm_g12237.t1
OG0003543	dicty_g5970.t1	vverm_g12165.t2, vverm_g12165.t1
OG0003544	dicty_g3851.t1	vverm_g9451.t1
OG0003545	dicty_g1319.t2, dicty_g1319.t1	vverm_g6236.t1
OG0003547	dicty_g6431.t1, dicty_g1502.t1	vverm_g473.t1
OG0003551	dicty_g3680.t1	vverm_g1325.t1
OG0003552	dicty_g5468.t1	vverm_g10102.t1, vverm_g14449.t2, vverm_g14449.t1
OG0003554	dicty_g9447.t1	vverm_g7528.t1, vverm_g7680.t1
OG0003555	dicty_g688.t1	vverm_g15422.t2, vverm_g15422.t1
OG0003557	dicty_g7694.t1, dicty_g7694.t3	vverm_g8015.t1
OG0003558	dicty_g1650.t1	vverm_g1035.t1, vverm_g998.t2, vverm_g998.t1
OG0003559	dicty_g7038.t1	vverm_g4111.t1
OG0003560	dicty_g11045.t1	vverm_g4626.t1
OG0003561	dicty_g10110.t1	vverm_g8012.t1
OG0003562	dicty_g9050.t1	vverm_g15529.t2, vverm_g15529.t1
OG0003564	dicty_g4628.t1	vverm_g15384.t1, vverm_g4846.t1
OG0003565	dicty_g6658.t1	vverm_g6327.t1
OG0003566	dicty_g916.t1	vverm_g128.t1
OG0003568	dicty_g7370.t1, dicty_g7370.t2	vverm_g14443.t1
OG0003569	dicty_g9715.t1	vverm_g10215.t2, vverm_g10215.t1
OG0003570	dicty_g8502.t1	vverm_g7302.t1
OG0003571	dicty_g7052.t1	vverm_g15511.t1, vverm_g11205.t2, vverm_g11205.t1
OG0003572	dicty_g895.t1	vverm_g11489.t2, vverm_g11489.t1
OG0003574	dicty_g9176.t1	vverm_g5864.t1, vverm_g14075.t1
OG0003575	dicty_g6971.t1	vverm_g11433.t1, vverm_g11433.t2
OG0003576	dicty_g10663.t1	vverm_g5402.t1
OG0003577	dicty_g10168.t1	vverm_g3195.t2
OG0003578	dicty_g7228.t1	vverm_g15294.t1
OG0003579	dicty_g1726.t1	vverm_g9129.t1
OG0003580	dicty_g9870.t1	vverm_g8146.t1
OG0003581	dicty_g243.t1	vverm_g1933.t1
OG0003582	dicty_g3710.t1	vverm_g8863.t1
OG0003583	dicty_g4539.t3, dicty_g4539.t1, dicty_g4539.t4	vverm_g16542.t1, vverm_g16542.t2
OG0003584	dicty_g4458.t1	vverm_g3726.t1
OG0003585	dicty_g5962.t1	vverm_g14830.t1
OG0003586	dicty_g8577.t1	vverm_g5576.t1, vverm_g5576.t2
OG0003587	dicty_g10561.t1	vverm_g12968.t1
OG0003588	dicty_g2830.t1, dicty_g2647.t1, dicty_g823.t1	vverm_g10116.t1
OG0003589	dicty_g6349.t2, dicty_g6349.t1	vverm_g8960.t1
OG0003591	dicty_g5410.t1	vverm_g12177.t1, vverm_g12177.t2
OG0003593	dicty_g3184.t1	vverm_g7227.t1, vverm_g3793.t1, vverm_g13493.t1, vverm_g13032.t1
OG0003595	dicty_g6039.t1	vverm_g91.t2, vverm_g91.t1
OG0003596	dicty_g8748.t1	vverm_g13968.t1, vverm_g14558.t1
OG0003597	dicty_g752.t1	vverm_g2202.t1
OG0003598	dicty_g559.t1	vverm_g3196.t1
OG0003599	dicty_g9265.t1	vverm_g11287.t1, vverm_g11283.t1
OG0003600	dicty_g6346.t2	vverm_g12384.t2, vverm_g12384.t1
OG0003601	dicty_g9956.t1, dicty_g9956.t2	vverm_g12143.t1
OG0003602	dicty_g411.t1	vverm_g7989.t2, vverm_g7989.t1
OG0003603	dicty_g2373.t1	vverm_g2183.t1
OG0003605	dicty_g6740.t1	vverm_g13644.t1
OG0003606	dicty_g5037.t1	vverm_g8670.t1
OG0003607	dicty_g9386.t1	vverm_g1939.t2, vverm_g1939.t1
OG0003609	dicty_g8629.t1	vverm_g1874.t2, vverm_g1874.t1
OG0003610	dicty_g7069.t1	vverm_g126.t3, vverm_g126.t1
OG0003611	dicty_g5862.t1	vverm_g63.t1
OG0003612	dicty_g959.t1	vverm_g14864.t1
OG0003613	dicty_g9745.t1	vverm_g15961.t1
OG0003614	dicty_g10037.t1	vverm_g10854.t2, vverm_g10854.t1
OG0003615	dicty_g713.t1	vverm_g11297.t1
OG0003616	dicty_g6934.t1	vverm_g15859.t1, vverm_g5443.t1
OG0003617	dicty_g3862.t1	vverm_g16536.t1, vverm_g16536.t2
OG0003618	dicty_g4244.t1	vverm_g6539.t1, vverm_g6539.t2
OG0003619	dicty_g335.t1	vverm_g11245.t1
OG0003620	dicty_g5128.t1	vverm_g6080.t1
OG0003621	dicty_g5010.t1	vverm_g13352.t1
OG0003622	dicty_g207.t1, dicty_g207.t2	vverm_g8381.t1
OG0003623	dicty_g1139.t1	vverm_g6339.t1
OG0003624	dicty_g10120.t1	vverm_g563.t1
OG0003625	dicty_g5262.t1	vverm_g936.t1, vverm_g936.t2
OG0003628	dicty_g3879.t1	vverm_g12429.t2, vverm_g12429.t1
OG0003629	dicty_g7528.t1	vverm_g11803.t1
OG0003630	dicty_g7915.t1	vverm_g10088.t1
OG0003631	dicty_g3247.t1	vverm_g192.t1
OG0003632	dicty_g1046.t1	vverm_g16217.t1, vverm_g16217.t3
OG0003633	dicty_g3871.t1	vverm_g3709.t1
OG0003634	dicty_g365.t1	vverm_g3046.t1
OG0003635	dicty_g7028.t2, dicty_g7028.t1	vverm_g13232.t1
OG0003637	dicty_g4500.t1	vverm_g7782.t1, vverm_g7782.t2
OG0003638	dicty_g8486.t1	vverm_g16394.t1, vverm_g16394.t2
OG0003639	dicty_g433.t1	vverm_g16482.t1
OG0003640	dicty_g4817.t1	vverm_g7750.t1
OG0003641	dicty_g9547.t1	vverm_g10376.t1
OG0003642	dicty_g8294.t1	vverm_g7995.t1
OG0003643	dicty_g675.t1	vverm_g10283.t1
OG0003644	dicty_g9494.t1	vverm_g9979.t2, vverm_g9979.t1
OG0003646	dicty_g8936.t1	vverm_g7678.t1
OG0003647	dicty_g4073.t1	vverm_g2394.t1
OG0003648	dicty_g7113.t1	vverm_g16730.t1
OG0003649	dicty_g10352.t1	vverm_g9834.t1, vverm_g16101.t1, vverm_g11603.t1
OG0003660	dicty_g674.t2	vverm_g4996.t1
OG0003662	dicty_g5230.t1, dicty_g5231.t1, dicty_g9577.t1	vverm_g6045.t1
OG0003682	dicty_g5152.t1	vverm_g15234.t1
OG0003692	dicty_g3593.t1, dicty_g3593.t2	vverm_g11024.t1
OG0003694	dicty_g11342.t1, dicty_g7047.t1	vverm_g13759.t1, vverm_g13753.t1
OG0003695	dicty_g6103.t1	vverm_g7145.t2, vverm_g7145.t1
OG0003696	dicty_g5170.t1	vverm_g6382.t1
OG0003697	dicty_g364.t1	vverm_g288.t1, vverm_g12289.t1, vverm_g12289.t2
OG0003698	dicty_g6007.t1	vverm_g12302.t2, vverm_g12302.t1
OG0003699	dicty_g4911.t1	vverm_g11238.t1
OG0003700	dicty_g4330.t1	vverm_g11255.t1
OG0003702	dicty_g10956.t1	vverm_g15639.t1, vverm_g15639.t2
OG0003734	dicty_g5269.t1	vverm_g14377.t1, vverm_g6487.t1, vverm_g5512.t1
OG0003741	dicty_g3172.t1	vverm_g12810.t2, vverm_g12810.t1
OG0003744	dicty_g5844.t1	vverm_g13675.t1
OG0003748	dicty_g4795.t1	vverm_g8312.t1
OG0003749	dicty_g5003.t2, dicty_g5003.t1	vverm_g854.t1
OG0003751	dicty_g3505.t1	vverm_g10020.t2, vverm_g10020.t1, vverm_g10020.t3
OG0003752	dicty_g512.t1	vverm_g4502.t2, vverm_g4502.t1
OG0003755	dicty_g3136.t1, dicty_g3136.t2	vverm_g12601.t1
OG0003762	dicty_g3801.t1	vverm_g7046.t1
OG0003764	dicty_g10850.t1	vverm_g5475.t1, vverm_g5475.t2
OG0003766	dicty_g3494.t1	vverm_g13017.t1, vverm_g15696.t1
OG0003775	dicty_g5947.t1	vverm_g12990.t1
OG0003776	dicty_g11326.t1	vverm_g6485.t1, vverm_g5510.t2, vverm_g5510.t1
OG0003779	dicty_g6422.t1, dicty_g6421.t1	vverm_g11910.t1, vverm_g15344.t3
OG0003786	dicty_g11397.t1	vverm_g11980.t1, vverm_g11980.t2
OG0003790	dicty_g6195.t1, dicty_g389.t1	vverm_g13113.t1, vverm_g7574.t1
OG0003794	dicty_g6772.t1	vverm_g16301.t1
OG0003796	dicty_g3250.t1, dicty_g3250.t2	vverm_g4969.t1
OG0003797	dicty_g6314.t1, dicty_g1130.t1	vverm_g12334.t1
OG0003798	dicty_g6518.t1, dicty_g6518.t2	vverm_g1159.t1
OG0003799	dicty_g1108.t1, dicty_g1108.t2	vverm_g15368.t1
OG0003803	dicty_g10538.t1	vverm_g3730.t1
OG0003808	dicty_g354.t1, dicty_g2388.t1	vverm_g15065.t1, vverm_g11931.t1
OG0003812	dicty_g2337.t1, dicty_g4203.t1	vverm_g3182.t2, vverm_g3182.t1
OG0003820	dicty_g3515.t1	vverm_g5327.t1, vverm_g6631.t1, vverm_g5327.t2
OG0003821	dicty_g907.t1	vverm_g11859.t1
OG0003822	dicty_g6673.t1	vverm_g11849.t1, vverm_g11837.t1
OG0003824	dicty_g6106.t1	vverm_g11805.t1, vverm_g11806.t1
OG0003825	dicty_g3572.t1	vverm_g4292.t1, vverm_g11701.t2, vverm_g11701.t1
OG0003829	dicty_g1575.t1	vverm_g8982.t2, vverm_g8982.t1, vverm_g12059.t1
OG0003831	dicty_g5176.t1	vverm_g529.t1
OG0003832	dicty_g5175.t1	vverm_g530.t1
OG0003833	dicty_g7165.t1, dicty_g7164.t1	vverm_g12939.t1
OG0003839	dicty_g5016.t1	vverm_g11190.t1
OG0003841	dicty_g4758.t1	vverm_g9143.t1
OG0003843	dicty_g5475.t1, dicty_g5475.t2	vverm_g14147.t1, vverm_g14147.t2
OG0003846	dicty_g5359.t1	vverm_g15310.t1, vverm_g9480.t1
OG0003851	dicty_g5134.t1	vverm_g8168.t1
OG0003852	dicty_g3945.t1, dicty_g3919.t1	vverm_g1250.t1, vverm_g2386.t1
OG0003853	dicty_g3658.t1	vverm_g12656.t1
OG0003855	dicty_g9845.t1	vverm_g12673.t2, vverm_g12673.t1
OG0003856	dicty_g291.t1	vverm_g1365.t1
OG0003858	dicty_g10740.t1	vverm_g87.t1
OG0003859	dicty_g3927.t1	vverm_g86.t1
OG0003860	dicty_g4400.t1	vverm_g3155.t1
OG0003863	dicty_g9655.t1	vverm_g8441.t1, vverm_g558.t1, vverm_g558.t2
OG0003865	dicty_g4441.t1	vverm_g10348.t1
OG0003871	dicty_g5438.t2	vverm_g5958.t1
OG0003872	dicty_g608.t1	vverm_g14048.t1, vverm_g5889.t1, vverm_g14047.t1
OG0003875	dicty_g4536.t1	vverm_g16851.t1, vverm_g16851.t2
OG0003876	dicty_g5521.t1, dicty_g5520.t1	vverm_g16128.t1
OG0003878	dicty_g3181.t1, dicty_g4220.t1	vverm_g16189.t1
OG0003880	dicty_g11387.t1	vverm_g8724.t5
OG0003883	dicty_g9816.t1, dicty_g9816.t2	vverm_g8689.t1
OG0003884	dicty_g7094.t1	vverm_g71.t1
OG0003887	dicty_g1789.t1	vverm_g8565.t2, vverm_g8565.t1
OG0003888	dicty_g9028.t1	vverm_g15591.t1
OG0003889	dicty_g8823.t1, dicty_g8822.t1	vverm_g15601.t1, vverm_g15601.t2
OG0003890	dicty_g5668.t1	vverm_g655.t1
OG0003891	dicty_g1877.t1, dicty_g1876.t1, dicty_g1878.t1	vverm_g676.t1
OG0003892	dicty_g1823.t1, dicty_g5305.t1	vverm_g2585.t1
OG0003895	dicty_g3115.t1	vverm_g15998.t1
OG0003896	dicty_g6267.t1	vverm_g3270.t2, vverm_g3270.t1
OG0003897	dicty_g9891.t1	vverm_g3229.t1
OG0003899	dicty_g358.t1, dicty_g11327.t1	vverm_g11472.t1, vverm_g11472.t2
OG0003900	dicty_g11038.t1	vverm_g3232.t1, vverm_g3232.t2
OG0003901	dicty_g4950.t1	vverm_g11380.t1
OG0003903	dicty_g1375.t1	vverm_g6022.t1, vverm_g6022.t2, vverm_g13842.t1
OG0003906	dicty_g4855.t1	vverm_g2623.t1
OG0003908	dicty_g9257.t1	vverm_g13340.t1
OG0003913	dicty_g10472.t1	vverm_g9938.t1, vverm_g9938.t2
OG0003915	dicty_g3447.t1	vverm_g1873.t2, vverm_g1873.t1
OG0003917	dicty_g10808.t1	vverm_g1968.t1
OG0003918	dicty_g5288.t1	vverm_g1994.t1
OG0003920	dicty_g4630.t1	vverm_g3013.t1, vverm_g3015.t1, vverm_g3015.t2
OG0003933	dicty_g10283.t1, dicty_g1306.t1, dicty_g1308.t1, dicty_g1296.t1, dicty_g1309.t1	vverm_g8398.t1
OG0003944	dicty_g4623.t1	vverm_g10153.t1, vverm_g5271.t1, vverm_g5292.t2, vverm_g5292.t3, vverm_g5292.t1
OG0003946	dicty_g6822.t1	vverm_g16294.t1, vverm_g7663.t1, vverm_g9218.t1, vverm_g7434.t1, vverm_g5671.t1
OG0003950	dicty_g9280.t1	vverm_g3120.t2, vverm_g3120.t1, vverm_g3922.t1, vverm_g12038.t1, vverm_g6432.t1
OG0004022	dicty_g10998.t1	vverm_g13082.t1, vverm_g13058.t1
OG0004023	dicty_g1972.t1	vverm_g16318.t1, vverm_g16318.t2
OG0004024	dicty_g500.t1	vverm_g14821.t1
OG0004028	dicty_g6865.t1	vverm_g15318.t1
OG0004031	dicty_g11108.t1	vverm_g10715.t1
OG0004033	dicty_g7608.t1	vverm_g6792.t1
OG0004034	dicty_g5119.t1	vverm_g8942.t1
OG0004036	dicty_g5730.t1	vverm_g7759.t1
OG0004037	dicty_g9268.t1	vverm_g16173.t1
OG0004039	dicty_g7987.t1	vverm_g1149.t1
OG0004040	dicty_g6068.t1	vverm_g7781.t1
OG0004041	dicty_g1768.t1	vverm_g7730.t1
OG0004044	dicty_g8085.t1	vverm_g9479.t1
OG0004045	dicty_g7026.t1	vverm_g8010.t1
OG0004047	dicty_g4492.t1	vverm_g7985.t1
OG0004049	dicty_g6818.t2	vverm_g8661.t1
