Orthogroup	acastellanii_braker	bc2001_braker	bc2002_braker	dicty_braker	vvermcdc19_braker
OG0024432				dicty_g3478.t1	
OG0024433				dicty_g3482.t1	
OG0024434				dicty_g3484.t1	
OG0024435				dicty_g3487.t1	
OG0024436				dicty_g3488.t1	
OG0024437				dicty_g3496.t1	
OG0024438				dicty_g3498.t1	
OG0024439				dicty_g3503.t1	
OG0024440				dicty_g3504.t1	
OG0024441				dicty_g3519.t1	
OG0024442				dicty_g3521.t1	
OG0024443				dicty_g3525.t1	
OG0024444				dicty_g3527.t1	
OG0024445				dicty_g3529.t1	
OG0024446				dicty_g3534.t1	
OG0024447				dicty_g3535.t1	
OG0024448				dicty_g3537.t1	
OG0024449				dicty_g3547.t1	
OG0024450				dicty_g3550.t1	
OG0024451				dicty_g3552.t1	
OG0024452				dicty_g3553.t1	
OG0024453				dicty_g3555.t1	
OG0024454				dicty_g3557.t1	
OG0024455				dicty_g3558.t1	
OG0024456				dicty_g3562.t1	
OG0024457				dicty_g3563.t1	
OG0024458				dicty_g3565.t1	
OG0024459				dicty_g3567.t1	
OG0024460				dicty_g3569.t1	
OG0024461				dicty_g3570.t1	
OG0024462				dicty_g3571.t1	
OG0024463				dicty_g3577.t1	
OG0024464				dicty_g3582.t1	
OG0024465				dicty_g3585.t1	
OG0024466				dicty_g3588.t1	
OG0024467				dicty_g3595.t1	
OG0024468				dicty_g3597.t1	
OG0024469				dicty_g3599.t1	
OG0024470				dicty_g3600.t1	
OG0024471				dicty_g3601.t1	
OG0024472				dicty_g3607.t1	
OG0024473				dicty_g3613.t1	
OG0024474				dicty_g3616.t1	
OG0024475				dicty_g3625.t1	
OG0024476				dicty_g3626.t1	
OG0024477				dicty_g3638.t1	
OG0024478				dicty_g3640.t1	
OG0024479				dicty_g3644.t1	
OG0024480				dicty_g3645.t1	
OG0024481				dicty_g3653.t1	
OG0024482				dicty_g3654.t1	
OG0024483				dicty_g3655.t1	
OG0024484				dicty_g3656.t1	
OG0024485				dicty_g3662.t1	
OG0024486				dicty_g3666.t1	
OG0024487				dicty_g3667.t1	
OG0024488				dicty_g3669.t1	
OG0024489				dicty_g3671.t1	
OG0024490				dicty_g3682.t1	
OG0024491				dicty_g3685.t1	
OG0024492				dicty_g3688.t1	
OG0024493				dicty_g3693.t1	
OG0024494				dicty_g3694.t1	
OG0024495				dicty_g3696.t1	
OG0024496				dicty_g3697.t1	
OG0024497				dicty_g3699.t1	
OG0024498				dicty_g3702.t1	
OG0024499				dicty_g3711.t1	
OG0024500				dicty_g3722.t1	
OG0024501				dicty_g3731.t1	
OG0024502				dicty_g3734.t1	
OG0024503				dicty_g3740.t1	
OG0024504				dicty_g3741.t1	
OG0024505				dicty_g3748.t1	
OG0024506				dicty_g3758.t1	
OG0024507				dicty_g3760.t1	
OG0024508				dicty_g3767.t1	
OG0024509				dicty_g3768.t1	
OG0024510				dicty_g3794.t1	
OG0024511				dicty_g3797.t1	
OG0024512				dicty_g3798.t1	
OG0024513				dicty_g3806.t1	
OG0024514				dicty_g3808.t1	
OG0024515				dicty_g3812.t1	
OG0024516				dicty_g3813.t1	
OG0024517				dicty_g3817.t1	
OG0024518				dicty_g3820.t1	
OG0024519				dicty_g3821.t1	
OG0024520				dicty_g3823.t1	
OG0024521				dicty_g3824.t1	
OG0024522				dicty_g3835.t1	
OG0024523				dicty_g3843.t1	
OG0024524				dicty_g3847.t1	
OG0024525				dicty_g3860.t1	
OG0024526				dicty_g3861.t1	
OG0024527				dicty_g3867.t1	
OG0024528				dicty_g3868.t1	
OG0024529				dicty_g3872.t1	
OG0024530				dicty_g3874.t1	
OG0024531				dicty_g3881.t1	
OG0024532				dicty_g3887.t1	
OG0024533				dicty_g3901.t1	
OG0024534				dicty_g3903.t1	
OG0024535				dicty_g3906.t1	
OG0024536				dicty_g3907.t1	
OG0024537				dicty_g3912.t1	
OG0024538				dicty_g3914.t1	
OG0024539				dicty_g3915.t1	
OG0024540				dicty_g3916.t1	
OG0024541				dicty_g3917.t1	
OG0024542				dicty_g3925.t1	
OG0024543				dicty_g3936.t1	
OG0024544				dicty_g3938.t1	
OG0024545				dicty_g3939.t1	
OG0024546				dicty_g3943.t1	
OG0024547				dicty_g3944.t1	
OG0024548				dicty_g3950.t1	
OG0024549				dicty_g3958.t1	
OG0024550				dicty_g3960.t1	
OG0024551				dicty_g3961.t1	
OG0024552				dicty_g3962.t1	
OG0024553				dicty_g3963.t1	
OG0024554				dicty_g3974.t1	
OG0024555				dicty_g3977.t1	
OG0024556				dicty_g3980.t1	
OG0024557				dicty_g3981.t1	
OG0024558				dicty_g3982.t1	
OG0024559				dicty_g3983.t1	
OG0024560				dicty_g3984.t1	
OG0024561				dicty_g3986.t1	
OG0024562				dicty_g3993.t1	
OG0024563				dicty_g4002.t1	
OG0024564				dicty_g4008.t1	
OG0024565				dicty_g4011.t1	
OG0024566				dicty_g4024.t1	
OG0024567				dicty_g4030.t1	
OG0024568				dicty_g4034.t1	
OG0024569				dicty_g4036.t1	
OG0024570				dicty_g4038.t1	
OG0024571				dicty_g4044.t1	
OG0024572				dicty_g4053.t1	
OG0024573				dicty_g4064.t1	
OG0024574				dicty_g4070.t1	
OG0024575				dicty_g4077.t1	
OG0024576				dicty_g4079.t1	
OG0024577				dicty_g4083.t1	
OG0024578				dicty_g4089.t1	
OG0024579				dicty_g4111.t1	
OG0024580				dicty_g4113.t1	
OG0024581				dicty_g4122.t1	
OG0024582				dicty_g4123.t1	
OG0024583				dicty_g4128.t1	
OG0024584				dicty_g4137.t1	
OG0024585				dicty_g4140.t1	
OG0024586				dicty_g4145.t1	
OG0024587				dicty_g4154.t1	
OG0024588				dicty_g4159.t1	
OG0024589				dicty_g4164.t1	
OG0024590				dicty_g4165.t1	
OG0024591				dicty_g4173.t1	
OG0024592				dicty_g4178.t1	
OG0024593				dicty_g4179.t1	
OG0024594				dicty_g4180.t1	
OG0024595				dicty_g4181.t1	
OG0024596				dicty_g4193.t1	
OG0024597				dicty_g4201.t1	
OG0024598				dicty_g4202.t1	
OG0024599				dicty_g4204.t1	
OG0024600				dicty_g4206.t1	
OG0024601				dicty_g4208.t1	
OG0024602				dicty_g4209.t1	
OG0024603				dicty_g4221.t1	
OG0024604				dicty_g4223.t1	
OG0024605				dicty_g4229.t1	
OG0024606				dicty_g4234.t1	
OG0024607				dicty_g4236.t1	
OG0024608				dicty_g4239.t1	
OG0024609				dicty_g4245.t1	
OG0024610				dicty_g4248.t1	
OG0024611				dicty_g4265.t1	
OG0024612				dicty_g4267.t1	
OG0024613				dicty_g4272.t1	
OG0024614				dicty_g4273.t1	
OG0024615				dicty_g4274.t1	
OG0024616				dicty_g4275.t1	
OG0024617				dicty_g4276.t1	
OG0024618				dicty_g4279.t1	
OG0024619				dicty_g4281.t1	
OG0024620				dicty_g4305.t1	
OG0024621				dicty_g4313.t1	
OG0024622				dicty_g4320.t1	
OG0024623				dicty_g4322.t1	
OG0024624				dicty_g4331.t1	
OG0024625				dicty_g4337.t1	
OG0024626				dicty_g4340.t1	
OG0024627				dicty_g4342.t1	
OG0024628				dicty_g4348.t1	
OG0024629				dicty_g4350.t1	
OG0024630				dicty_g4365.t1	
OG0024631				dicty_g4369.t1	
OG0024632				dicty_g4370.t1	
OG0024633				dicty_g4376.t1	
OG0024634				dicty_g4380.t1	
OG0024635				dicty_g4381.t1	
OG0024636				dicty_g4386.t1	
OG0024637				dicty_g4389.t1	
OG0024638				dicty_g4396.t1	
OG0024639				dicty_g4397.t1	
OG0024640				dicty_g4398.t1	
OG0024641				dicty_g4413.t1	
OG0024642				dicty_g4419.t1	
OG0024643				dicty_g4434.t1	
OG0024644				dicty_g4436.t1	
OG0024645				dicty_g4440.t1	
OG0024646				dicty_g4442.t1	
OG0024647				dicty_g4443.t1	
OG0024648				dicty_g4445.t1	
OG0024649				dicty_g4446.t1	
OG0024650				dicty_g4447.t1	
OG0024651				dicty_g4452.t1	
OG0024652				dicty_g4457.t1	
OG0024653				dicty_g4460.t1	
OG0024654				dicty_g4461.t1	
OG0024655				dicty_g4483.t1	
OG0024656				dicty_g4504.t1	
OG0024657				dicty_g4507.t1	
OG0024658				dicty_g4509.t1	
OG0024659				dicty_g4510.t1	
OG0024660				dicty_g4520.t1	
OG0024661				dicty_g4521.t1	
OG0024662				dicty_g4531.t1	
OG0024663				dicty_g4534.t1	
OG0024664				dicty_g4537.t1	
OG0024665				dicty_g4540.t1	
OG0024666				dicty_g4542.t1	
OG0024667				dicty_g4551.t1	
OG0024668				dicty_g4566.t1	
OG0024669				dicty_g4568.t1	
OG0024670				dicty_g4571.t1	
OG0024671				dicty_g4573.t1	
OG0024672				dicty_g4574.t1	
OG0024673				dicty_g4578.t1	
OG0024674				dicty_g4582.t1	
OG0024675				dicty_g4589.t1	
OG0024676				dicty_g4591.t1	
OG0024677				dicty_g4594.t1	
OG0024678				dicty_g4595.t1	
OG0024679				dicty_g4597.t1	
OG0024680				dicty_g4606.t1	
OG0024681				dicty_g4611.t1	
OG0024682				dicty_g4612.t1	
OG0024683				dicty_g4613.t1	
OG0024684				dicty_g4615.t1	
OG0024685				dicty_g4617.t1	
OG0024686				dicty_g4626.t1	
OG0024687				dicty_g4636.t1	
OG0024688				dicty_g4640.t1	
OG0024689				dicty_g4641.t1	
OG0024690				dicty_g4643.t1	
OG0024691				dicty_g4645.t1	
OG0024692				dicty_g4647.t1	
OG0024693				dicty_g4654.t1	
OG0024694				dicty_g4655.t1	
OG0024695				dicty_g4657.t1	
OG0024696				dicty_g4662.t1	
OG0024697				dicty_g4672.t1	
OG0024698				dicty_g4674.t1	
OG0024699				dicty_g4679.t1	
OG0024700				dicty_g4681.t1	
OG0024701				dicty_g4682.t1	
OG0024702				dicty_g4696.t1	
OG0024703				dicty_g4706.t1	
OG0024704				dicty_g4707.t1	
OG0024705				dicty_g4718.t1	
OG0024706				dicty_g4725.t1	
OG0024707				dicty_g4728.t1	
OG0024708				dicty_g4738.t1	
OG0024709				dicty_g4742.t1	
OG0024710				dicty_g4745.t1	
OG0024711				dicty_g4746.t1	
OG0024712				dicty_g4747.t1	
OG0024713				dicty_g4749.t1	
OG0024714				dicty_g4759.t1	
OG0024715				dicty_g4760.t1	
OG0024716				dicty_g4763.t1	
OG0024717				dicty_g4764.t1	
OG0024718				dicty_g4767.t1	
OG0024719				dicty_g4769.t1	
OG0024720				dicty_g4770.t1	
OG0024721				dicty_g4771.t1	
OG0024722				dicty_g4796.t1	
OG0024723				dicty_g4800.t1	
OG0024724				dicty_g4802.t1	
OG0024725				dicty_g4806.t1	
OG0024726				dicty_g4808.t1	
OG0024727				dicty_g4810.t1	
OG0024728				dicty_g4815.t1	
OG0024729				dicty_g4822.t1	
OG0024730				dicty_g4830.t1	
OG0024731				dicty_g4835.t1	
OG0024732				dicty_g4837.t1	
OG0024733				dicty_g4841.t1	
OG0024734				dicty_g4843.t1	
OG0024735				dicty_g4845.t1	
OG0024736				dicty_g4846.t1	
OG0024737				dicty_g4852.t1	
OG0024738				dicty_g4869.t1	
OG0024739				dicty_g4870.t1	
OG0024740				dicty_g4872.t1	
OG0024741				dicty_g4873.t1	
OG0024742				dicty_g4874.t1	
OG0024743				dicty_g4877.t1	
OG0024744				dicty_g4891.t1	
OG0024745				dicty_g4901.t1	
OG0024746				dicty_g4904.t1	
OG0024747				dicty_g4907.t1	
OG0024748				dicty_g4908.t1	
OG0024749				dicty_g4912.t1	
OG0024750				dicty_g4923.t1	
OG0024751				dicty_g4924.t1	
OG0024752				dicty_g4925.t1	
OG0024753				dicty_g4940.t1	
OG0024754				dicty_g4941.t1	
OG0024755				dicty_g4942.t1	
OG0024756				dicty_g4945.t1	
OG0024757				dicty_g4951.t1	
OG0024758				dicty_g4956.t1	
OG0024759				dicty_g4960.t1	
OG0024760				dicty_g4971.t1	
OG0024761				dicty_g4973.t1	
OG0024762				dicty_g4980.t1	
OG0024763				dicty_g4983.t1	
OG0024764				dicty_g4985.t1	
OG0024765				dicty_g4986.t1	
OG0024766				dicty_g4988.t1	
OG0024767				dicty_g4990.t1	
OG0024768				dicty_g4991.t1	
OG0024769				dicty_g4992.t1	
OG0024770				dicty_g4995.t1	
OG0024771				dicty_g4999.t1	
OG0024772				dicty_g5001.t1	
OG0024773				dicty_g5005.t1	
OG0024774				dicty_g5006.t1	
OG0024775				dicty_g5019.t1	
OG0024776				dicty_g5021.t1	
OG0024777				dicty_g5024.t1	
OG0024778				dicty_g5025.t1	
OG0024779				dicty_g5029.t1	
OG0024780				dicty_g5031.t1	
OG0024781				dicty_g5035.t1	
OG0024782				dicty_g5038.t1	
OG0024783				dicty_g5039.t1	
OG0024784				dicty_g5040.t1	
OG0024785				dicty_g5042.t1	
OG0024786				dicty_g5046.t1	
OG0024787				dicty_g5054.t1	
OG0024788				dicty_g5058.t1	
OG0024789				dicty_g5060.t1	
OG0024790				dicty_g5061.t1	
OG0024791				dicty_g5062.t1	
OG0024792				dicty_g5063.t1	
OG0024793				dicty_g5071.t1	
OG0024794				dicty_g5080.t1	
OG0024795				dicty_g5083.t1	
OG0024796				dicty_g5085.t1	
OG0024797				dicty_g5096.t1	
OG0024798				dicty_g5098.t1	
OG0024799				dicty_g5099.t1	
OG0024800				dicty_g5103.t1	
OG0024801				dicty_g5104.t1	
OG0024802				dicty_g5105.t1	
OG0024803				dicty_g5108.t1	
OG0024804				dicty_g5109.t1	
OG0024805				dicty_g5110.t1	
OG0024806				dicty_g5111.t1	
OG0024807				dicty_g5114.t1	
OG0024808				dicty_g5125.t1	
OG0024809				dicty_g5126.t1	
OG0024810				dicty_g5131.t1	
OG0024811				dicty_g5132.t1	
OG0024812				dicty_g5166.t1	
OG0024813				dicty_g5167.t1	
OG0024814				dicty_g5168.t1	
OG0024815				dicty_g5169.t1	
OG0024816				dicty_g5174.t1	
OG0024817				dicty_g5184.t1	
OG0024818				dicty_g5187.t1	
OG0024819				dicty_g5196.t1	
OG0024820				dicty_g5202.t1	
OG0024821				dicty_g5204.t1	
OG0024822				dicty_g5207.t1	
OG0024823				dicty_g5218.t1	
OG0024824				dicty_g5226.t1	
OG0024825				dicty_g5241.t1	
OG0024826				dicty_g5244.t1	
OG0024827				dicty_g5252.t1	
OG0024828				dicty_g5257.t1	
OG0024829				dicty_g5258.t1	
OG0024830				dicty_g5259.t1	
OG0024831				dicty_g5267.t1	
OG0024832				dicty_g5270.t1	
OG0024833				dicty_g5273.t1	
OG0024834				dicty_g5274.t1	
OG0024835				dicty_g5276.t1	
OG0024836				dicty_g5279.t1	
OG0024837				dicty_g5280.t1	
OG0024838				dicty_g5283.t1	
OG0024839				dicty_g5287.t1	
OG0024840				dicty_g5296.t1	
OG0024841				dicty_g5297.t1	
OG0024842				dicty_g5307.t1	
OG0024843				dicty_g5313.t1	
OG0024844				dicty_g5315.t1	
OG0024845				dicty_g5316.t1	
OG0024846				dicty_g5319.t1	
OG0024847				dicty_g5320.t1	
OG0024848				dicty_g5322.t1	
OG0024849				dicty_g5327.t1	
OG0024850				dicty_g5329.t1	
OG0024851				dicty_g5331.t1	
OG0024852				dicty_g5339.t1	
OG0024853				dicty_g5352.t1	
OG0024854				dicty_g5353.t1	
OG0024855				dicty_g5357.t1	
OG0024856				dicty_g5374.t1	
OG0024857				dicty_g5382.t1	
OG0024858				dicty_g5384.t1	
OG0024859				dicty_g5386.t1	
OG0024860				dicty_g5391.t1	
OG0024861				dicty_g5393.t1	
OG0024862				dicty_g5399.t1	
OG0024863				dicty_g5400.t1	
OG0024864				dicty_g5404.t1	
OG0024865				dicty_g5405.t1	
OG0024866				dicty_g5413.t1	
OG0024867				dicty_g5415.t1	
OG0024868				dicty_g5419.t1	
OG0024869				dicty_g5427.t1	
OG0024870				dicty_g5428.t1	
OG0024871				dicty_g5432.t1	
OG0024872				dicty_g5443.t1	
OG0024873				dicty_g5444.t1	
OG0024874				dicty_g5451.t1	
OG0024875				dicty_g5452.t1	
OG0024876				dicty_g5453.t1	
OG0024877				dicty_g5456.t1	
OG0024878				dicty_g5464.t1	
OG0024879				dicty_g5467.t1	
OG0024880				dicty_g5491.t1	
OG0024881				dicty_g5492.t1	
OG0024882				dicty_g5505.t1	
OG0024883				dicty_g5518.t1	
OG0024884				dicty_g5531.t1	
OG0024885				dicty_g5533.t1	
OG0024886				dicty_g5534.t1	
OG0024887				dicty_g5538.t1	
OG0024888				dicty_g5539.t1	
OG0024889				dicty_g5541.t1	
OG0024890				dicty_g5551.t1	
OG0024891				dicty_g5553.t1	
OG0024892				dicty_g5561.t1	
OG0024893				dicty_g5562.t1	
OG0024894				dicty_g5564.t1	
OG0024895				dicty_g5567.t1	
OG0024896				dicty_g5575.t1	
OG0024897				dicty_g5580.t1	
OG0024898				dicty_g5584.t1	
OG0024899				dicty_g5586.t1	
OG0024900				dicty_g5587.t1	
OG0024901				dicty_g5590.t1	
OG0024902				dicty_g5598.t1	
OG0024903				dicty_g5612.t1	
OG0024904				dicty_g5618.t1	
OG0024905				dicty_g5628.t1	
OG0024906				dicty_g5635.t1	
OG0024907				dicty_g5644.t1	
OG0024908				dicty_g5648.t1	
OG0024909				dicty_g5656.t1	
OG0024910				dicty_g5669.t1	
OG0024911				dicty_g5673.t1	
OG0024912				dicty_g5675.t1	
OG0024913				dicty_g5680.t1	
OG0024914				dicty_g5683.t1	
OG0024915				dicty_g5686.t1	
OG0024916				dicty_g5688.t1	
OG0024917				dicty_g5690.t1	
OG0024918				dicty_g5694.t1	
OG0024919				dicty_g5695.t1	
OG0024920				dicty_g5699.t1	
OG0024921				dicty_g5700.t1	
OG0024922				dicty_g5706.t1	
OG0024923				dicty_g5710.t1	
OG0024924				dicty_g5711.t1	
OG0024925				dicty_g5715.t1	
OG0024926				dicty_g5719.t1	
OG0024927				dicty_g5721.t1	
OG0024928				dicty_g5742.t1	
OG0024929				dicty_g5746.t1	
OG0024930				dicty_g5762.t1	
OG0024931				dicty_g5769.t1	
OG0024932				dicty_g5770.t1	
OG0024933				dicty_g5771.t1	
OG0024934				dicty_g5772.t1	
OG0024935				dicty_g5777.t1	
OG0024936				dicty_g5780.t1	
OG0024937				dicty_g5782.t1	
OG0024938				dicty_g5795.t1	
OG0024939				dicty_g5806.t1	
OG0024940				dicty_g5807.t1	
OG0024941				dicty_g5810.t1	
OG0024942				dicty_g5811.t1	
OG0024943				dicty_g5812.t1	
OG0024944				dicty_g5813.t1	
OG0024945				dicty_g5815.t1	
OG0024946				dicty_g5823.t1	
OG0024947				dicty_g5830.t1	
OG0024948				dicty_g5831.t1	
OG0024949				dicty_g5832.t1	
OG0024950				dicty_g5849.t1	
OG0024951				dicty_g5858.t1	
OG0024952				dicty_g5859.t1	
OG0024953				dicty_g5861.t1	
OG0024954				dicty_g5863.t1	
OG0024955				dicty_g5868.t1	
OG0024956				dicty_g5869.t1	
OG0024957				dicty_g5870.t1	
OG0024958				dicty_g5872.t1	
OG0024959				dicty_g5878.t1	
OG0024960				dicty_g5883.t1	
OG0024961				dicty_g5889.t1	
OG0024962				dicty_g5891.t1	
OG0024963				dicty_g5892.t1	
OG0024964				dicty_g5896.t1	
OG0024965				dicty_g5898.t1	
OG0024966				dicty_g5899.t1	
OG0024967				dicty_g5908.t1	
OG0024968				dicty_g5917.t1	
OG0024969				dicty_g5918.t1	
OG0024970				dicty_g5920.t1	
OG0024971				dicty_g5932.t1	
OG0024972				dicty_g5936.t1	
OG0024973				dicty_g5938.t1	
OG0024974				dicty_g5939.t1	
OG0024975				dicty_g5942.t1	
OG0024976				dicty_g5950.t1	
OG0024977				dicty_g5951.t1	
OG0024978				dicty_g5955.t1	
OG0024979				dicty_g5964.t1	
OG0024980				dicty_g5974.t1	
OG0024981				dicty_g5976.t1	
OG0024982				dicty_g5986.t1	
OG0024983				dicty_g5996.t1	
OG0024984				dicty_g5997.t1	
OG0024985				dicty_g6004.t1	
OG0024986				dicty_g6006.t1	
OG0024987				dicty_g6013.t1	
OG0024988				dicty_g6014.t1	
OG0024989				dicty_g6023.t1	
OG0024990				dicty_g6025.t1	
OG0024991				dicty_g6026.t1	
OG0024992				dicty_g6031.t1	
OG0024993				dicty_g6033.t1	
OG0024994				dicty_g6034.t1	
OG0024995				dicty_g6040.t1	
OG0024996				dicty_g6054.t1	
OG0024997				dicty_g6055.t1	
OG0024998				dicty_g6057.t1	
OG0024999				dicty_g6064.t1	
OG0025000				dicty_g6066.t1	
OG0025001				dicty_g6073.t1	
OG0025002				dicty_g6074.t1	
OG0025003				dicty_g6076.t1	
OG0025004				dicty_g6078.t1	
OG0025005				dicty_g6089.t1	
OG0025006				dicty_g6090.t1	
OG0025007				dicty_g6092.t1	
OG0025008				dicty_g6100.t1	
OG0025009				dicty_g6107.t1	
OG0025010				dicty_g6115.t1	
OG0025011				dicty_g6118.t1	
OG0025012				dicty_g6125.t1	
OG0025013				dicty_g6129.t1	
OG0025014				dicty_g6144.t1	
OG0025015				dicty_g6149.t1	
OG0025016				dicty_g6156.t1	
OG0025017				dicty_g6165.t1	
OG0025018				dicty_g6170.t1	
OG0025019				dicty_g6188.t1	
OG0025020				dicty_g6190.t1	
OG0025021				dicty_g6193.t1	
OG0025022				dicty_g6194.t1	
OG0025023				dicty_g6201.t1	
OG0025024				dicty_g6202.t1	
OG0025025				dicty_g6219.t1	
OG0025026				dicty_g6222.t1	
OG0025027				dicty_g6224.t1	
OG0025028				dicty_g6233.t1	
OG0025029				dicty_g6235.t1	
OG0025030				dicty_g6245.t1	
OG0025031				dicty_g6246.t1	
OG0025032				dicty_g6247.t1	
OG0025033				dicty_g6251.t1	
OG0025034				dicty_g6252.t1	
OG0025035				dicty_g6256.t1	
OG0025036				dicty_g6263.t1	
OG0025037				dicty_g6271.t1	
OG0025038				dicty_g6272.t1	
OG0025039				dicty_g6277.t1	
OG0025040				dicty_g6278.t1	
OG0025041				dicty_g6283.t1	
OG0025042				dicty_g6293.t1	
OG0025043				dicty_g6295.t1	
OG0025044				dicty_g6301.t1	
OG0025045				dicty_g6306.t1	
OG0025046				dicty_g6308.t1	
OG0025047				dicty_g6309.t1	
OG0025048				dicty_g6311.t1	
OG0025049				dicty_g6320.t1	
OG0025050				dicty_g6340.t1	
OG0025051				dicty_g6350.t1	
OG0025052				dicty_g6355.t1	
OG0025053				dicty_g6361.t1	
OG0025054				dicty_g6366.t1	
OG0025055				dicty_g6374.t1	
OG0025056				dicty_g6378.t1	
OG0025057				dicty_g6380.t1	
OG0025058				dicty_g6383.t1	
OG0025059				dicty_g6391.t1	
OG0025060				dicty_g6392.t1	
OG0025061				dicty_g6396.t1	
OG0025062				dicty_g6410.t1	
OG0025063				dicty_g6413.t1	
OG0025064				dicty_g6415.t1	
OG0025065				dicty_g6416.t1	
OG0025066				dicty_g6423.t1	
OG0025067				dicty_g6432.t1	
OG0025068				dicty_g6433.t1	
OG0025069				dicty_g6437.t1	
OG0025070				dicty_g6438.t1	
OG0025071				dicty_g6441.t1	
OG0025072				dicty_g6445.t1	
OG0025073				dicty_g6452.t1	
OG0025074				dicty_g6453.t1	
OG0025075				dicty_g6464.t1	
OG0025076				dicty_g6466.t1	
OG0025077				dicty_g6467.t1	
OG0025078				dicty_g6470.t1	
OG0025079				dicty_g6472.t1	
OG0025080				dicty_g6473.t1	
OG0025081				dicty_g6496.t1	
OG0025082				dicty_g6508.t1	
OG0025083				dicty_g6510.t1	
OG0025084				dicty_g6511.t1	
OG0025085				dicty_g6512.t1	
OG0025086				dicty_g6525.t1	
OG0025087				dicty_g6527.t1	
OG0025088				dicty_g6530.t1	
OG0025089				dicty_g6533.t1	
OG0025090				dicty_g6540.t1	
OG0025091				dicty_g6541.t1	
OG0025092				dicty_g6545.t1	
OG0025093				dicty_g6546.t1	
OG0025094				dicty_g6547.t1	
OG0025095				dicty_g6549.t1	
OG0025096				dicty_g6560.t1	
OG0025097				dicty_g6568.t1	
OG0025098				dicty_g6572.t1	
OG0025099				dicty_g6573.t1	
OG0025100				dicty_g6595.t1	
OG0025101				dicty_g6600.t1	
OG0025102				dicty_g6604.t1	
OG0025103				dicty_g6607.t1	
OG0025104				dicty_g6609.t1	
OG0025105				dicty_g6613.t1	
OG0025106				dicty_g6622.t1	
OG0025107				dicty_g6623.t1	
OG0025108				dicty_g6624.t1	
OG0025109				dicty_g6625.t1	
OG0025110				dicty_g6626.t1	
OG0025111				dicty_g6628.t1	
OG0025112				dicty_g6630.t1	
OG0025113				dicty_g6634.t1	
OG0025114				dicty_g6636.t1	
OG0025115				dicty_g6642.t1	
OG0025116				dicty_g6643.t1	
OG0025117				dicty_g6659.t1	
OG0025118				dicty_g6661.t1	
OG0025119				dicty_g6663.t1	
OG0025120				dicty_g6669.t1	
OG0025121				dicty_g6676.t1	
OG0025122				dicty_g6680.t1	
OG0025123				dicty_g6682.t1	
OG0025124				dicty_g6689.t1	
OG0025125				dicty_g6691.t1	
OG0025126				dicty_g6693.t1	
OG0025127				dicty_g6694.t1	
OG0025128				dicty_g6696.t1	
OG0025129				dicty_g6701.t1	
OG0025130				dicty_g6702.t1	
OG0025131				dicty_g6704.t1	
OG0025132				dicty_g6708.t1	
OG0025133				dicty_g6715.t1	
OG0025134				dicty_g6724.t1	
OG0025135				dicty_g6725.t1	
OG0025136				dicty_g6727.t1	
OG0025137				dicty_g6729.t1	
OG0025138				dicty_g6731.t1	
OG0025139				dicty_g6734.t1	
OG0025140				dicty_g6736.t1	
OG0025141				dicty_g6738.t1	
OG0025142				dicty_g6741.t1	
OG0025143				dicty_g6743.t1	
OG0025144				dicty_g6748.t1	
OG0025145				dicty_g6749.t1	
OG0025146				dicty_g6759.t1	
OG0025147				dicty_g6761.t1	
OG0025148				dicty_g6762.t1	
OG0025149				dicty_g6763.t1	
OG0025150				dicty_g6766.t1	
OG0025151				dicty_g6773.t1	
