Orthogroup	bc2002_braker	acastellanii_braker
OG0002970	bc2002_g9649.t1	acastellanii_g10876.t1
OG0002971	bc2002_g19191.t1	acastellanii_g10858.t1, acastellanii_g7065.t1
OG0002972	bc2002_g10537.t1	acastellanii_g10857.t1
OG0002973	bc2002_g7403.t1	acastellanii_g7393.t1, acastellanii_g10703.t1
OG0002974	bc2002_g9553.t1	acastellanii_g7389.t1, acastellanii_g10709.t1
OG0002976	bc2002_g19487.t1	acastellanii_g10753.t1
OG0002977	bc2002_g9480.t1	acastellanii_g10756.t1, acastellanii_g10756.t2
OG0002978	bc2002_g10564.t1	acastellanii_g10761.t1
OG0002979	bc2002_g9555.t1	acastellanii_g10770.t1
OG0002980	bc2002_g7249.t1	acastellanii_g10778.t1
OG0002982	bc2002_g7380.t1	acastellanii_g10796.t1
OG0002984	bc2002_g10798.t1	acastellanii_g10814.t1, acastellanii_g6643.t1
OG0002985	bc2002_g178.t1	acastellanii_g10834.t1
OG0002986	bc2002_g10529.t1, bc2002_g10530.t1	acastellanii_g10835.t1
OG0002988	bc2002_g17000.t2	acastellanii_g2333.t1, acastellanii_g10689.t1
OG0002989	bc2002_g12077.t1	acastellanii_g10672.t1
OG0002991	bc2002_g2905.t1, bc2002_g2905.t2	acastellanii_g10608.t1
OG0002992	bc2002_g992.t1	acastellanii_g10620.t1
OG0002993	bc2002_g7413.t1	acastellanii_g10631.t1, acastellanii_g10628.t1
OG0002994	bc2002_g15050.t1	acastellanii_g10594.t1
OG0002995	bc2002_g18164.t1, bc2002_g18164.t2	acastellanii_g10567.t1
OG0002996	bc2002_g7317.t1, bc2002_g7316.t1	acastellanii_g10425.t1
OG0002998	bc2002_g2366.t1	acastellanii_g10455.t1, acastellanii_g10455.t2
OG0003001	bc2002_g11004.t1	acastellanii_g10491.t1
OG0003002	bc2002_g10561.t1	acastellanii_g10494.t1, acastellanii_g3054.t1
OG0003003	bc2002_g10686.t1	acastellanii_g10512.t1
OG0003004	bc2002_g18403.t1	acastellanii_g10527.t1
OG0003005	bc2002_g15361.t1	acastellanii_g10260.t1, acastellanii_g1170.t1
OG0003006	bc2002_g16183.t1	acastellanii_g10270.t1
OG0003007	bc2002_g9870.t1	acastellanii_g10273.t1
OG0003008	bc2002_g9097.t1	acastellanii_g10313.t1, acastellanii_g3280.t1
OG0003009	bc2002_g9282.t1	acastellanii_g10321.t1
OG0003010	bc2002_g1085.t1	acastellanii_g10335.t1
OG0003011	bc2002_g18489.t1	acastellanii_g10344.t2, acastellanii_g10344.t1
OG0003012	bc2002_g13716.t1	acastellanii_g10029.t1, acastellanii_g10017.t1
OG0003013	bc2002_g8796.t1	acastellanii_g10025.t1
OG0003014	bc2002_g2848.t2, bc2002_g2848.t1	acastellanii_g10046.t1
OG0003015	bc2002_g11126.t1	acastellanii_g10047.t1, acastellanii_g10047.t2
OG0003016	bc2002_g16371.t1	acastellanii_g10059.t1
OG0003017	bc2002_g5131.t1	acastellanii_g10077.t1
OG0003018	bc2002_g1642.t1	acastellanii_g10091.t1
OG0003019	bc2002_g3486.t1	acastellanii_g10094.t1
OG0003020	bc2002_g18219.t1	acastellanii_g10099.t2, acastellanii_g10099.t1
OG0003021	bc2002_g16460.t1	acastellanii_g10104.t1
OG0003022	bc2002_g19741.t1	acastellanii_g10109.t1
OG0003023	bc2002_g11578.t2	acastellanii_g10149.t1
OG0003024	bc2002_g1050.t1	acastellanii_g10151.t1, acastellanii_g10151.t2
OG0003025	bc2002_g16435.t1	acastellanii_g10157.t2, acastellanii_g10157.t1
OG0003026	bc2002_g2964.t1	acastellanii_g10161.t2, acastellanii_g10161.t1
OG0003028	bc2002_g19221.t1	acastellanii_g10200.t1
OG0003029	bc2002_g1402.t1	acastellanii_g10206.t1
OG0003031	bc2002_g3493.t1	acastellanii_g10235.t1
OG0003032	bc2002_g11589.t1	acastellanii_g4851.t1, acastellanii_g10246.t1
OG0003033	bc2002_g14013.t1	acastellanii_g9988.t1, acastellanii_g9988.t2
OG0003034	bc2002_g3285.t1	acastellanii_g9596.t1, acastellanii_g9596.t2
OG0003035	bc2002_g3234.t1	acastellanii_g9608.t1, acastellanii_g6100.t1
OG0003036	bc2002_g11445.t1	acastellanii_g1573.t1, acastellanii_g9610.t1
OG0003037	bc2002_g4568.t1	acastellanii_g9621.t2, acastellanii_g9621.t1
OG0003038	bc2002_g2173.t1	acastellanii_g9642.t2, acastellanii_g9642.t1
OG0003039	bc2002_g15660.t1	acastellanii_g9649.t1
OG0003040	bc2002_g1400.t1	acastellanii_g9661.t2, acastellanii_g9661.t1
OG0003041	bc2002_g10689.t1	acastellanii_g9726.t1
OG0003042	bc2002_g9426.t2, bc2002_g9426.t1	acastellanii_g9730.t1
OG0003043	bc2002_g9817.t1	acastellanii_g9731.t1
OG0003044	bc2002_g2229.t1	acastellanii_g9735.t1
OG0003045	bc2002_g16274.t1	acastellanii_g9738.t1
OG0003046	bc2002_g9766.t1	acastellanii_g9747.t1
OG0003047	bc2002_g19228.t1	acastellanii_g9750.t1
OG0003048	bc2002_g4660.t1	acastellanii_g9775.t1
OG0003049	bc2002_g4609.t1	acastellanii_g9811.t1, acastellanii_g2772.t1
OG0003050	bc2002_g9923.t1	acastellanii_g9819.t1
OG0003051	bc2002_g12511.t1	acastellanii_g9834.t1
OG0003052	bc2002_g17517.t1, bc2002_g17517.t2	acastellanii_g8633.t1, acastellanii_g9842.t1
OG0003053	bc2002_g9768.t1	acastellanii_g9846.t1, acastellanii_g9846.t2
OG0003054	bc2002_g16142.t1	acastellanii_g9870.t1, acastellanii_g9870.t2
OG0003056	bc2002_g9420.t1	acastellanii_g8915.t1, acastellanii_g9906.t1
OG0003057	bc2002_g10396.t1	acastellanii_g9955.t1
OG0003058	bc2002_g11813.t1	acastellanii_g9336.t1, acastellanii_g9336.t2
OG0003060	bc2002_g3299.t1	acastellanii_g9349.t2, acastellanii_g9349.t1
OG0003061	bc2002_g18985.t1	acastellanii_g9350.t1, acastellanii_g9350.t2
OG0003062	bc2002_g10773.t1	acastellanii_g9356.t1
OG0003063	bc2002_g769.t1	acastellanii_g9399.t2, acastellanii_g9399.t3, acastellanii_g9399.t1
OG0003064	bc2002_g2857.t2, bc2002_g2857.t1	acastellanii_g9409.t1
OG0003065	bc2002_g1469.t1	acastellanii_g9410.t1
OG0003066	bc2002_g5811.t1	acastellanii_g9414.t1, acastellanii_g9414.t2
OG0003067	bc2002_g4262.t1	acastellanii_g9427.t1, acastellanii_g9427.t2
OG0003068	bc2002_g16401.t1	acastellanii_g9432.t1, acastellanii_g9432.t2
OG0003069	bc2002_g1396.t1	acastellanii_g9435.t1
OG0003070	bc2002_g10577.t1	acastellanii_g9436.t1, acastellanii_g9436.t2
OG0003071	bc2002_g13905.t1	acastellanii_g9443.t1
OG0003073	bc2002_g8576.t1	acastellanii_g9461.t2, acastellanii_g9461.t1
OG0003074	bc2002_g10453.t1	acastellanii_g9466.t1
OG0003075	bc2002_g10576.t1	acastellanii_g9480.t1
OG0003076	bc2002_g13609.t1	acastellanii_g9497.t1
OG0003077	bc2002_g13620.t1, bc2002_g11216.t1	acastellanii_g9512.t2, acastellanii_g9512.t1
OG0003078	bc2002_g11959.t1	acastellanii_g9514.t1
OG0003079	bc2002_g14769.t1, bc2002_g14770.t1	acastellanii_g9515.t1
OG0003080	bc2002_g10970.t1	acastellanii_g9516.t1
OG0003082	bc2002_g766.t1	acastellanii_g9550.t1
OG0003084	bc2002_g19444.t1	acastellanii_g9570.t1
OG0003085	bc2002_g9883.t1	acastellanii_g9287.t1
OG0003086	bc2002_g2424.t1	acastellanii_g9288.t1
OG0003087	bc2002_g8689.t1	acastellanii_g9289.t1
OG0003088	bc2002_g10302.t1	acastellanii_g9279.t1
OG0003089	bc2002_g13478.t1	acastellanii_g9256.t1
OG0003090	bc2002_g10560.t1	acastellanii_g9237.t1, acastellanii_g9237.t2
OG0003091	bc2002_g8574.t1	acastellanii_g9143.t1
OG0003092	bc2002_g13364.t1	acastellanii_g9184.t1
OG0003093	bc2002_g18677.t1	acastellanii_g9190.t1
OG0003094	bc2002_g6336.t1	acastellanii_g8731.t1
OG0003095	bc2002_g4611.t1	acastellanii_g8736.t2, acastellanii_g8736.t1
OG0003096	bc2002_g16649.t1	acastellanii_g7032.t1, acastellanii_g8739.t1, acastellanii_g2022.t1
OG0003097	bc2002_g11430.t1	acastellanii_g8747.t1
OG0003098	bc2002_g12675.t1, bc2002_g12675.t2	acastellanii_g7890.t1, acastellanii_g8754.t1
OG0003099	bc2002_g15957.t1, bc2002_g7024.t1	acastellanii_g8755.t1
OG0003100	bc2002_g6123.t3	acastellanii_g7224.t1, acastellanii_g8760.t1
OG0003101	bc2002_g8286.t1	acastellanii_g8767.t1
OG0003102	bc2002_g17617.t1, bc2002_g17594.t1	acastellanii_g8803.t1
OG0003103	bc2002_g12504.t1	acastellanii_g8804.t1
OG0003104	bc2002_g4695.t1	acastellanii_g8809.t1
OG0003105	bc2002_g9552.t1	acastellanii_g4740.t1, acastellanii_g8823.t1
OG0003107	bc2002_g6736.t1	acastellanii_g8901.t1
OG0003108	bc2002_g16501.t1	acastellanii_g8906.t1, acastellanii_g1179.t1
OG0003110	bc2002_g11956.t1	acastellanii_g8931.t1, acastellanii_g8930.t1, acastellanii_g4319.t1
OG0003111	bc2002_g17936.t1	acastellanii_g8939.t1
OG0003112	bc2002_g13738.t1	acastellanii_g8947.t1
OG0003113	bc2002_g18476.t1	acastellanii_g8951.t1
OG0003114	bc2002_g3415.t1	acastellanii_g8957.t2, acastellanii_g8957.t1
OG0003115	bc2002_g17941.t1	acastellanii_g8969.t1
OG0003116	bc2002_g5112.t1	acastellanii_g8986.t1
OG0003117	bc2002_g2986.t1	acastellanii_g8995.t1
OG0003118	bc2002_g5546.t1, bc2002_g5546.t2	acastellanii_g9017.t1
OG0003119	bc2002_g1806.t1	acastellanii_g9032.t1
OG0003120	bc2002_g13877.t1	acastellanii_g9035.t1
OG0003121	bc2002_g888.t1	acastellanii_g9038.t1
OG0003122	bc2002_g4484.t1	acastellanii_g9043.t1
OG0003123	bc2002_g11948.t1	acastellanii_g8719.t1, acastellanii_g5218.t1
OG0003124	bc2002_g11759.t1	acastellanii_g8707.t2, acastellanii_g8707.t1
OG0003125	bc2002_g2667.t1	acastellanii_g8653.t1
OG0003126	bc2002_g10964.t1	acastellanii_g8654.t2, acastellanii_g8654.t1
OG0003127	bc2002_g5415.t1	acastellanii_g8664.t1
OG0003128	bc2002_g10282.t1	acastellanii_g8415.t2
OG0003129	bc2002_g10224.t1	acastellanii_g8416.t2, acastellanii_g8416.t1
OG0003130	bc2002_g1901.t1	acastellanii_g8425.t1
OG0003132	bc2002_g12193.t1	acastellanii_g8439.t1, acastellanii_g8439.t2
OG0003133	bc2002_g93.t1	acastellanii_g2563.t1
OG0003134	bc2002_g12259.t1	acastellanii_g8448.t1
OG0003135	bc2002_g1403.t1	acastellanii_g8468.t1
OG0003136	bc2002_g3754.t2	acastellanii_g8471.t1
OG0003137	bc2002_g14125.t1	acastellanii_g5038.t1, acastellanii_g8498.t1
OG0003139	bc2002_g890.t1	acastellanii_g8532.t1
OG0003141	bc2002_g1458.t1	acastellanii_g8619.t2, acastellanii_g8619.t1
OG0003142	bc2002_g6650.t1, bc2002_g6650.t2	acastellanii_g8025.t1
OG0003143	bc2002_g2412.t1	acastellanii_g8039.t1
OG0003144	bc2002_g2673.t2, bc2002_g2673.t1	acastellanii_g8041.t1
OG0003145	bc2002_g17388.t1	acastellanii_g8050.t1
OG0003146	bc2002_g8452.t1	acastellanii_g8051.t1
OG0003147	bc2002_g12576.t1, bc2002_g12576.t2	acastellanii_g8060.t1
OG0003148	bc2002_g8762.t1	acastellanii_g8075.t1
OG0003149	bc2002_g16983.t1	acastellanii_g8085.t1, acastellanii_g8085.t2
OG0003150	bc2002_g3834.t1	acastellanii_g8101.t1
OG0003151	bc2002_g12524.t1	acastellanii_g8102.t1
OG0003152	bc2002_g11871.t1	acastellanii_g8130.t2, acastellanii_g8130.t1
OG0003153	bc2002_g2327.t1	acastellanii_g8145.t2, acastellanii_g8145.t1
OG0003154	bc2002_g12567.t1	acastellanii_g8158.t2, acastellanii_g8158.t1
OG0003155	bc2002_g11403.t1	acastellanii_g8159.t1
OG0003156	bc2002_g12505.t1	acastellanii_g8160.t1
OG0003158	bc2002_g6719.t1	acastellanii_g8178.t1
OG0003159	bc2002_g7816.t1	acastellanii_g8196.t1
OG0003160	bc2002_g11111.t1	acastellanii_g8204.t1
OG0003161	bc2002_g7963.t1	acastellanii_g8234.t1
OG0003162	bc2002_g16900.t1	acastellanii_g8249.t1
OG0003164	bc2002_g11248.t1	acastellanii_g8271.t1
OG0003165	bc2002_g17846.t1	acastellanii_g8290.t1
OG0003166	bc2002_g17455.t1	acastellanii_g8291.t1
OG0003167	bc2002_g4651.t1	acastellanii_g8297.t1
OG0003168	bc2002_g17537.t1	acastellanii_g5228.t1, acastellanii_g8303.t1
OG0003169	bc2002_g8784.t1	acastellanii_g8313.t2, acastellanii_g8313.t1
OG0003170	bc2002_g17739.t1	acastellanii_g8324.t1
OG0003171	bc2002_g17711.t1	acastellanii_g8329.t1, acastellanii_g8329.t2
OG0003172	bc2002_g10873.t1	acastellanii_g8351.t1, acastellanii_g8351.t3, acastellanii_g8351.t2
OG0003173	bc2002_g11471.t1	acastellanii_g8375.t1
OG0003174	bc2002_g10880.t1	acastellanii_g8381.t2, acastellanii_g8381.t1
OG0003175	bc2002_g5324.t1	acastellanii_g8407.t1
OG0003177	bc2002_g18068.t1, bc2002_g18068.t2	acastellanii_g8007.t4
OG0003178	bc2002_g16896.t1	acastellanii_g7959.t2, acastellanii_g7959.t1
OG0003179	bc2002_g970.t2, bc2002_g970.t1	acastellanii_g7767.t1
OG0003180	bc2002_g962.t1	acastellanii_g7776.t1
OG0003181	bc2002_g3820.t1	acastellanii_g7781.t1
OG0003182	bc2002_g9874.t2, bc2002_g9874.t1	acastellanii_g7786.t1
OG0003183	bc2002_g16462.t1	acastellanii_g7791.t2, acastellanii_g7791.t1
OG0003184	bc2002_g7022.t1	acastellanii_g7792.t1, acastellanii_g7792.t2
OG0003185	bc2002_g2276.t1	acastellanii_g7816.t1, acastellanii_g191.t1
OG0003186	bc2002_g16033.t1	acastellanii_g7818.t2, acastellanii_g7818.t1
OG0003187	bc2002_g2606.t1	acastellanii_g7834.t2, acastellanii_g7834.t1
OG0003188	bc2002_g17344.t1	acastellanii_g7844.t1
OG0003189	bc2002_g6387.t1, bc2002_g6283.t1	acastellanii_g7888.t1
OG0003190	bc2002_g17834.t1	acastellanii_g7894.t1
OG0003191	bc2002_g8824.t1, bc2002_g8824.t2	acastellanii_g7899.t1
OG0003193	bc2002_g7825.t1	acastellanii_g7906.t1, acastellanii_g7905.t1
OG0003194	bc2002_g7827.t1	acastellanii_g7909.t1, acastellanii_g7909.t2
OG0003195	bc2002_g12609.t1	acastellanii_g7925.t1, acastellanii_g7927.t1
OG0003196	bc2002_g8844.t2, bc2002_g8844.t1	acastellanii_g7719.t1
OG0003197	bc2002_g17642.t1	acastellanii_g7721.t1
OG0003198	bc2002_g14906.t1	acastellanii_g7730.t2, acastellanii_g7730.t1
OG0003199	bc2002_g770.t1, bc2002_g770.t2	acastellanii_g7731.t1
OG0003200	bc2002_g14301.t1	acastellanii_g7694.t2, acastellanii_g7694.t1
OG0003201	bc2002_g2381.t1	acastellanii_g7695.t1
OG0003202	bc2002_g17705.t1	acastellanii_g7700.t1, acastellanii_g7700.t2
OG0003203	bc2002_g10575.t1	acastellanii_g7709.t1
OG0003204	bc2002_g14534.t1	acastellanii_g7712.t1
OG0003205	bc2002_g764.t1	acastellanii_g7660.t1
OG0003206	bc2002_g10968.t1	acastellanii_g7664.t1, acastellanii_g7664.t2
OG0003207	bc2002_g10918.t1	acastellanii_g7665.t1, acastellanii_g7665.t2
OG0003208	bc2002_g10917.t1	acastellanii_g7666.t1
OG0003209	bc2002_g6713.t1	acastellanii_g499.t1, acastellanii_g7602.t1
OG0003211	bc2002_g4641.t1	acastellanii_g7619.t1
OG0003212	bc2002_g13086.t1	acastellanii_g7625.t1
OG0003213	bc2002_g2675.t1	acastellanii_g7634.t1
OG0003214	bc2002_g19504.t1	acastellanii_g7638.t1, acastellanii_g3959.t1
OG0003215	bc2002_g9793.t1	acastellanii_g7594.t1
OG0003216	bc2002_g1967.t1	acastellanii_g7600.t1
OG0003217	bc2002_g2040.t1	acastellanii_g7547.t1, acastellanii_g324.t1, acastellanii_g7546.t1
OG0003218	bc2002_g9662.t1	acastellanii_g7564.t1, acastellanii_g7565.t1
OG0003219	bc2002_g2641.t1	acastellanii_g7569.t1
OG0003220	bc2002_g19201.t1	acastellanii_g2147.t1, acastellanii_g7586.t1
OG0003221	bc2002_g4165.t2, bc2002_g4165.t1	acastellanii_g7498.t1
OG0003222	bc2002_g10818.t2, bc2002_g10818.t1	acastellanii_g111.t1, acastellanii_g7491.t1
OG0003223	bc2002_g15554.t1	acastellanii_g7398.t2, acastellanii_g7398.t1
OG0003224	bc2002_g9414.t1	acastellanii_g2835.t1, acastellanii_g7404.t1
OG0003225	bc2002_g10583.t1	acastellanii_g7419.t1
OG0003226	bc2002_g14306.t1	acastellanii_g7432.t1
OG0003227	bc2002_g9515.t1	acastellanii_g7471.t1, acastellanii_g7471.t2
OG0003228	bc2002_g6701.t1	acastellanii_g7472.t1
OG0003229	bc2002_g16801.t1	acastellanii_g7368.t1
OG0003230	bc2002_g6678.t1	acastellanii_g7322.t2, acastellanii_g7322.t1
OG0003231	bc2002_g2779.t1	acastellanii_g1186.t1, acastellanii_g7300.t1
OG0003232	bc2002_g5815.t2, bc2002_g5815.t1	acastellanii_g7241.t1
OG0003233	bc2002_g7821.t1	acastellanii_g7237.t1, acastellanii_g7237.t2
OG0003234	bc2002_g9474.t1	acastellanii_g6989.t2, acastellanii_g6989.t1
OG0003235	bc2002_g4233.t1	acastellanii_g6997.t1
OG0003236	bc2002_g2184.t1	acastellanii_g698.t1, acastellanii_g7005.t1
OG0003239	bc2002_g8817.t1	acastellanii_g7013.t1, acastellanii_g7013.t2
OG0003240	bc2002_g18941.t1	acastellanii_g7024.t1, acastellanii_g7024.t2
OG0003241	bc2002_g9812.t1	acastellanii_g7040.t1
OG0003242	bc2002_g3862.t1	acastellanii_g7041.t1
OG0003243	bc2002_g15465.t1	acastellanii_g7052.t1
OG0003244	bc2002_g1052.t1	acastellanii_g7062.t1, acastellanii_g7062.t2
OG0003245	bc2002_g12909.t1	acastellanii_g7080.t1
OG0003246	bc2002_g16124.t1	acastellanii_g7101.t2, acastellanii_g7101.t1
OG0003247	bc2002_g17963.t1	acastellanii_g7103.t3, acastellanii_g7103.t2, acastellanii_g7103.t1
OG0003248	bc2002_g17907.t1	acastellanii_g7105.t1
OG0003249	bc2002_g8867.t1	acastellanii_g7122.t1
OG0003250	bc2002_g883.t1	acastellanii_g7123.t1
OG0003251	bc2002_g16481.t1	acastellanii_g7134.t1
OG0003252	bc2002_g17817.t1	acastellanii_g7139.t1
OG0003253	bc2002_g746.t1	acastellanii_g7147.t1
OG0003254	bc2002_g120.t1	acastellanii_g7149.t1, acastellanii_g7149.t2
OG0003255	bc2002_g6297.t1	acastellanii_g7152.t2, acastellanii_g7152.t1
OG0003256	bc2002_g13497.t1	acastellanii_g3673.t1, acastellanii_g3686.t1, acastellanii_g7168.t1
OG0003258	bc2002_g774.t1	acastellanii_g2138.t1, acastellanii_g7192.t1
OG0003260	bc2002_g11893.t1	acastellanii_g7205.t2, acastellanii_g7205.t1
OG0003261	bc2002_g150.t2, bc2002_g150.t1	acastellanii_g7214.t1
OG0003262	bc2002_g17393.t1	acastellanii_g6975.t1, acastellanii_g370.t1
OG0003263	bc2002_g4221.t1	acastellanii_g364.t1, acastellanii_g6980.t1
OG0003264	bc2002_g7746.t1	acastellanii_g6932.t1, acastellanii_g459.t1, acastellanii_g6370.t1
OG0003265	bc2002_g18167.t1	acastellanii_g6787.t2, acastellanii_g6787.t1
OG0003266	bc2002_g8669.t1	acastellanii_g6827.t1, acastellanii_g6827.t2
OG0003267	bc2002_g16206.t1	acastellanii_g6851.t1
OG0003268	bc2002_g6875.t1	acastellanii_g6862.t1
OG0003270	bc2002_g15951.t1	acastellanii_g6728.t1
OG0003271	bc2002_g17195.t1	acastellanii_g6731.t1
OG0003273	bc2002_g16285.t1	acastellanii_g6749.t1
OG0003274	bc2002_g2067.t2, bc2002_g2067.t1	acastellanii_g6756.t2, acastellanii_g6756.t1
OG0003275	bc2002_g5803.t1	acastellanii_g6015.t1
OG0003276	bc2002_g6655.t1	acastellanii_g6034.t1
OG0003278	bc2002_g9369.t1	acastellanii_g6046.t2, acastellanii_g6046.t1
OG0003279	bc2002_g10134.t1	acastellanii_g6055.t1
OG0003280	bc2002_g11666.t1	acastellanii_g6067.t1
OG0003281	bc2002_g17286.t1	acastellanii_g6069.t1
OG0003282	bc2002_g18123.t1	acastellanii_g6101.t2, acastellanii_g6101.t1
OG0003284	bc2002_g19755.t1	acastellanii_g6128.t1
OG0003285	bc2002_g16750.t1	acastellanii_g6132.t1
OG0003286	bc2002_g7669.t1	acastellanii_g6133.t2, acastellanii_g6133.t1
OG0003287	bc2002_g16739.t1	acastellanii_g6149.t1, acastellanii_g6149.t2
OG0003288	bc2002_g36.t2, bc2002_g36.t1	acastellanii_g6157.t1
OG0003289	bc2002_g18023.t1	acastellanii_g6175.t1
OG0003290	bc2002_g11668.t1	acastellanii_g6183.t1
OG0003291	bc2002_g4628.t1	acastellanii_g6184.t1
OG0003293	bc2002_g6903.t1	acastellanii_g4466.t1, acastellanii_g6281.t1
OG0003294	bc2002_g15955.t1	acastellanii_g6286.t2, acastellanii_g6286.t1
OG0003295	bc2002_g8761.t1	acastellanii_g6310.t1
OG0003296	bc2002_g12167.t1	acastellanii_g6311.t1
OG0003297	bc2002_g6648.t1	acastellanii_g6323.t1
OG0003298	bc2002_g3797.t1	acastellanii_g6337.t1, acastellanii_g6337.t2
OG0003299	bc2002_g884.t1	acastellanii_g6342.t1
OG0003301	bc2002_g18755.t1	acastellanii_g6349.t2, acastellanii_g6349.t1
OG0003302	bc2002_g18184.t2, bc2002_g18184.t1	acastellanii_g6350.t1
OG0003303	bc2002_g5062.t1, bc2002_g10604.t1	acastellanii_g6352.t1
OG0003304	bc2002_g12447.t1	acastellanii_g6360.t1
OG0003305	bc2002_g4684.t1	acastellanii_g6378.t2, acastellanii_g6378.t1
OG0003306	bc2002_g18750.t1	acastellanii_g6387.t1, acastellanii_g6387.t2
OG0003307	bc2002_g407.t1	acastellanii_g6403.t1
OG0003308	bc2002_g7546.t1	acastellanii_g6409.t2, acastellanii_g6409.t1
OG0003309	bc2002_g15378.t1	acastellanii_g6416.t1
OG0003311	bc2002_g15475.t1, bc2002_g15475.t2	acastellanii_g6426.t1
OG0003312	bc2002_g7280.t1	acastellanii_g6443.t1
OG0003314	bc2002_g142.t1	acastellanii_g6461.t1, acastellanii_g6461.t2
OG0003315	bc2002_g13347.t1	acastellanii_g6463.t1
OG0003316	bc2002_g15807.t1	acastellanii_g6468.t1, acastellanii_g6469.t1
OG0003317	bc2002_g17610.t1	acastellanii_g6470.t1, acastellanii_g6470.t2
OG0003318	bc2002_g15742.t1	acastellanii_g5915.t1, acastellanii_g6485.t1
OG0003319	bc2002_g18151.t1	acastellanii_g6491.t1, acastellanii_g6491.t2
OG0003320	bc2002_g6971.t1	acastellanii_g6563.t1, acastellanii_g6563.t2
OG0003321	bc2002_g9464.t1	acastellanii_g6571.t1
OG0003322	bc2002_g15943.t1	acastellanii_g6577.t1
OG0003323	bc2002_g11370.t1	acastellanii_g6580.t1
OG0003324	bc2002_g16834.t1	acastellanii_g6592.t1
OG0003325	bc2002_g9725.t1	acastellanii_g6625.t1, acastellanii_g6625.t2
OG0003326	bc2002_g11591.t1	acastellanii_g6641.t1, acastellanii_g6641.t2
OG0003327	bc2002_g4489.t1	acastellanii_g6663.t1
OG0003329	bc2002_g8956.t1, bc2002_g5279.t1	acastellanii_g5969.t1
OG0003330	bc2002_g14260.t1	acastellanii_g5970.t1, acastellanii_g5083.t1
OG0003331	bc2002_g5516.t1	acastellanii_g5886.t2, acastellanii_g5886.t1
OG0003332	bc2002_g8540.t1	acastellanii_g5820.t1
OG0003333	bc2002_g3500.t1	acastellanii_g5830.t1, acastellanii_g5830.t2
OG0003334	bc2002_g8869.t1	acastellanii_g5862.t1, acastellanii_g5864.t1
OG0003335	bc2002_g13714.t1	acastellanii_g5865.t1, acastellanii_g5865.t2
OG0003336	bc2002_g10136.t1	acastellanii_g5868.t2, acastellanii_g5868.t1
OG0003337	bc2002_g10974.t1	acastellanii_g5699.t1, acastellanii_g3752.t1
OG0003338	bc2002_g8743.t1	acastellanii_g5707.t1
OG0003339	bc2002_g9540.t1	acastellanii_g5770.t1
OG0003340	bc2002_g3542.t1	acastellanii_g5775.t1, acastellanii_g5775.t2
OG0003341	bc2002_g8019.t1	acastellanii_g5786.t1
OG0003342	bc2002_g1950.t1, bc2002_g1950.t2	acastellanii_g5686.t1
OG0003343	bc2002_g1986.t1	acastellanii_g5513.t1
OG0003344	bc2002_g9669.t1	acastellanii_g5537.t1, acastellanii_g5537.t2
OG0003345	bc2002_g15272.t2, bc2002_g15272.t1	acastellanii_g5543.t2, acastellanii_g5543.t1
OG0003347	bc2002_g19231.t1	acastellanii_g5595.t2, acastellanii_g5595.t1
OG0003348	bc2002_g4694.t1, bc2002_g4694.t2	acastellanii_g5605.t1
OG0003349	bc2002_g17287.t1	acastellanii_g5611.t1
OG0003350	bc2002_g1715.t2, bc2002_g1715.t1	acastellanii_g5622.t1, acastellanii_g5622.t2
OG0003351	bc2002_g2516.t1	acastellanii_g5630.t1, acastellanii_g864.t1
OG0003352	bc2002_g14660.t1, bc2002_g14661.t1	acastellanii_g5633.t1
OG0003353	bc2002_g8813.t1	acastellanii_g5647.t1
OG0003354	bc2002_g13461.t1	acastellanii_g5656.t1
OG0003355	bc2002_g17506.t1, bc2002_g17506.t2	acastellanii_g5674.t1
OG0003356	bc2002_g20072.t1	acastellanii_g3655.t1, acastellanii_g5480.t1
OG0003357	bc2002_g5413.t1	acastellanii_g5459.t1, acastellanii_g212.t1
OG0003358	bc2002_g15998.t1	acastellanii_g5460.t1
OG0003359	bc2002_g7307.t1	acastellanii_g5462.t2, acastellanii_g5462.t1
OG0003360	bc2002_g10769.t1	acastellanii_g5452.t1
OG0003361	bc2002_g5741.t1	acastellanii_g5436.t1
OG0003362	bc2002_g14258.t2, bc2002_g14258.t1	acastellanii_g5439.t1
OG0003363	bc2002_g19331.t1, bc2002_g19385.t1	acastellanii_g5448.t1
OG0003364	bc2002_g16825.t1	acastellanii_g5408.t1, acastellanii_g5408.t2
OG0003365	bc2002_g14004.t1	acastellanii_g5397.t2, acastellanii_g5397.t1
OG0003366	bc2002_g4687.t1	acastellanii_g5398.t1
OG0003367	bc2002_g1975.t1	acastellanii_g5245.t1
OG0003368	bc2002_g4786.t1	acastellanii_g5266.t1
